,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
1132,Nữ,Bac Lieu,dễ tính riêng tư khác trầm cởi mở,bò né các loại thịt nướng,bói tử vi bị người ta lùa gà,"Vui tính, đơn giản",mua sắm ngủ coi phim ăn ngủ coi anime cờ tướng,4,7
1133,Nam,Ninh Binh,thích đi dây đó hướng trung (ambivert) lúc thích một mình ,chiên snack khoai tây thịt kho mắm ruốc bánh tráng các loại cà phê,phụ kiện công nghệ,"Sạch sẽ, trách nhiệm ",bới lội,5,9
1134,Nữ,Gia Lai,không thích sự ồn ào,khoai lang lắc cơm trộn,thích khoa học đọc truyện tranh,"Vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng, OCD càng tốt. Không quá tính toán hơn thua, tính khôn lỏi",thích học bài game mobile ….,4,6
1135,Nữ,Bac Giang,thích đi chơi ở ngoài với bạn bè hướng ngoại vui vẻ hòa đồng extrovert đôi lúc hướng ngoại,táo bột sò,thích tiếng anh xem mv ca nhạc,"Hoà đồng, tôn trọng không gian riêng tư ",chụp ảnh thư giãn,6,8
1136,Nam,Tien Giang,.... ghét sự cô đơn ở giữa hướng nội một người hoà đồng thích,cơm tấm mì nước lọc,chính trị làm mô hình,hòa đồng,xem phim đặc biệt là thích nhạc của sơn tùng m-tp đọc truyện online shopping đi tản bộ khoa học,1,7
1137,Nam,Quang Tri,thích đi các hoạt động xã hội thích được đi chơi bán hướng nội ambivert,spaghetti fastfood gà jollibee,thích chơi game âm nhạc thích diy.. đàn guzheng,"Hiểu chuyện, biết giữ gìn hoà khí chung, giữ vệ sinh nhà cửa sạch sẽ, không tính toán với bạn cùng phòng khác.",kinh quẻ pokemon chơi hame vận động thể lực (nhẹ),7,4
1138,Nữ,Khanh Hoa,hướng nội - ngoại,đồ ăn hàn quốc stings thích ăn đồ việt nam,thích môn toán đi chơi cùng bạn bè người thân hít thở không khí trong lành ở công viên đọc sách..,Vui tính,thích ngồi lướt mạng xh cả ngày,3,1
1139,Nam,Binh Dinh,thích ờ chỗ không đông người nói nhiều với người quen,paparoti,trang điểm nhiếp ảnh đi xe đạp học toán,"Vui tính , sạch sẽ gọn gàng ",dark fantasy manga vệ sinh máy tính,9,8
1140,Nam,Kon Tum,linh hoạt,thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua lẩu chay,đạp xe du lịch môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính bơi lội. android,Đẹp,đi cắm trại,1,2
1141,Nam,Cao Bang,thích đi chơi ở ngoài với bạn bè riêng tư hoà đồng nhưng cũng thích ở một mình một người ít nói hướng nội,"cá tra nhúng giấm ........; nói chung là mình thích ăn rất nhiều món :3 dừa dầm........ đồ cuốn
pepsi ăn vặt",thích bơi,"Hiểu chuyện, đừng ở dơ, Đừng quá ồn ào, nếu chung sở thích thì càng tốt",đá cầu đếm tiền đi tản bộ,8,5
1142,Nữ,Vung Tau,là một người nội hoà đồng vui vẻ,bimbim cá bánh mỳ ít đường,xem các show giải trí thực tế đá cầu tìm hiểu về văn hóa các nơi thích chơi bóng rổ,Vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,vận động thể lực (nhẹ) thể hình thích đồ ăn nhạt hít thở không khí trong lành ở công viên chơi,8,9
1143,Nữ,Soc Trang,thích đi dây đó hiếm khi thấy vui,kem ốc quế...,chơi thích môn toán bơi hacking,"hòa đồng, thân thiện",android thích chơi với chó mèo,5,5
1144,Nam,Quang Ngai,tìm người người làm đồ án tốt nghiệp chung. không lười thì đi có hứng thì xác xe khá vui vẻ nhưng ít nói hoạt bát,không có cụ thể thích 1 món ăn hay đồ uống nào bánh căn,đánh cờ vua tiêu tiền.,"không tự tiện, biết nghĩ cho người khác, hoạt bát, hài hước",đạp xe đạp thích chơi bóng rổ,7,2
1145,Nam,Quang Tri,ngăn nắp dù hay bày bừa (xong rồi dọn ngay) hướng nội trầm tính hòa đồng,sting không quá kén chọn,nhảy badminton tin học đọc sách chơi game,Dễ nói chuyện và giàu,đi chơi,7,1
1146,Nữ,An Giang,thích tham gia các hoạt động xã hội thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ,phở ăn được uống được,android tin học ngoại ngữ sự logic lướt mxh,"Vui tính, hoà đồng, nhiều chuyện",choi game,2,2
1147,Nam,Vinh Long,sống cống hiến là 1 ng ít nói hướng nội cà thích ở 1 mình hướng ngoại thân thiện vui vẻ thích thử thách,nước ép. bánh mì... bánh cam trứng stings,dọn dẹp xem các show giải trí thực tế xem phim hàn,"Vui tính, hoà đồng, nhiều chuyện",thể dục trò chơi điện tử thích đọc tham gia hoạt động ngoại khoá,3,9
1148,Nam,Quang Nam,yêu thiên nhiên mình là dễ gần hướng ngoại thân thiện vui vẻ,cơm tấm long xuyên,thích hát chơi cầu lông thích chơi với chó mèo thích tiếng anh,"Người vui vẻ, hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối, ở sách không bừa bộn",choi game tìm hiểu về văn hóa các nơi thích chơi bóng rổ,7,9
1149,Nữ,Binh Duong,hoà đồng vui vẻ nói nhiều dễ thích nghi,thích uống trà sữa,kpop xem phim ngôn tình,Cùng ngành,thích hút thuốc nhiếp ảnh thích chơi bóng rổ,1,5
1150,Nữ,Lang Son,nội tâm là một người ít nói hướng nội cọc cằn lúc hướng nội lúc hướng ngoại một người hướng nội nhưng cũng thích xã giao với mọi người,"1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép sinh tố bơ mỳ quảng gà jollibee",xem phim nghe nhạc thích đá banh chiêm tinh học choi game,cùng sở thích,phụ kiện công nghệ,8,4
1151,Nữ,Ca Mau,hoà đồng thoải mái thích vui có thể đi ăn ngoài nếu được mời,đồ nhướng bạc sỉu cơm tấm sườn bì chả bánh . nước coca . mì cay...,xem phim nghe nhạc khoa học ở nhà một mình trí tuệ như nhau nên điều đó cũng là một sự thú bị,"Tâm lý, tinh tế, hiểu chuyện.",kĩ thuật,6,4
1152,Nữ,Vinh Phuc,trầm trầm nhưng lúc cần vẫn vui hết mình v.v không thích sự ồn ào hướng ngoại vui vẻ hòa đồng ít bạn,kẹo,đánh võ,"1 người vui tính, hoà đồng, có thói quen dọn dẹp ăn ở sạch sẽ, nhưng đừng quá ồn ào.",thích đi du lịch tám chuyện ngôn ngữ tin khoa học đàn hát,3,1
1153,Nam,Bac Ninh,hướng ngoại vui vẻ hòa đồng,trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn xôi mặn,trống xem bóng đá,"Dễ thương, thích nấu ăn, quan tâm bạn bè",pokemon âm nhạc,1,5
1154,Nữ,Vung Tau,thích giao tiếp hướng ngoại thân thiện vui vẻ độc lập là một người ít nói,cơm tấm sườn bì chả bánh cam thích đồ ngọt,vẽ...,Không soi mói,trang điểm ngủ:)),1,1
1155,Nữ,Khanh Hoa,hướng nội nói nhiều cống hiến hết mình nói nhiều extrovert hòa đồng,chỉ thích cafe phin ít đường trà dâu,học tiếng nhật,mong muốn có một người bạn có cùng sở thích khám phá giống mình,mình thích đọc tiểu thuyết và truyện tranh,5,6
1156,Nam,Vung Tau,thân thiện hướng ngoại ít nói thích ở một mình ở nhà hướng nội ra đường hướng ngoại 🙄 nói rất nhiều,"đồ cuốn
pepsi nước dưa hấu ép coffee chill",mầy mò linh kiện máy tính mua sắm,"Vui tính, hòa đồng, chia sẽ",đi dạo ngắm cây phim dọn dẹp xem các show giải trí thực tế xem phim đặc biệt là thích nhạc của sơn tùng m-tp,1,3
1157,Nữ,Cao Bang,hướng ngoại 65% linh hoạt,bánh tráng sữa đậu nành canh kim chi,bói tử vi bị người ta lùa gà thích đá bóng tìm hiểu những kiến thức đa ngành,"Người có tính cách vui vẻ, dễ chịu, thích các hoạt động nhóm, đi chơi bên ngoài.",ngủ coi phim ăn thích ngồi lướt mạng xh cả ngày,8,6
1158,Nam,An Giang,tự do,bánh mỳ no dừa dầm........ gà cơm đậu hũ dồn thịt xốt cà,nghe nhạc xem phim đi lượn đường thích vẽ thường thức tác phẩm nghệ thuật các chương trình giải trí nhiều lắm . chơi được đa nghề :),"cùng sở thích, hòa đồng, vui tính",tập trung nghiên cứu một vấn đề nào đó o buổi tối hít thở không khí trong lành ở công viên pokemon thích khám phá xung quanh,4,3
1159,Nữ,Lao Cai,đôi lúc hướng ngoại đôi lúc hướng nội,ăn đồ tự nấu mỳ cay sandwich có ăn . nhiều lắm nào cũng ăn được gà,đàn hát bóng đá thích hút thuốc,"Ít nói, không nhiều chuyện",đạp xe anh văn phim truyền hình,1,4
1160,Nữ,Thanh Hoa,ở một mình mình là một người hướng ngoại riêng tư,bún đậu mắm tôm,bóng chuyền,"Biết chia sẻ công việc, có tính tự giác, trách nhiệm,hòa đồng, bình đẳng",coi anime tìm hiểu về văn hóa các nơi thích khám phá xung quanh xem các show giải trí thực tế tâm lý học,5,8
1161,Nữ,Quang Ngai,một người nửa hướng nội là người ít nói hiếm khi thấy vui đúng ik chang mô tả mẫu :))) nhưng lại thích giao lưu =)),cơm tấm long xuyên,nấu ăn lịch sử thích ngủ,"Sạch sẽ, hoà đồng",chơi hame,7,6
1162,Nam,Soc Trang,một người hướng nội nhưng cũng thích xã giao với mọi người hơi hướng nội là một người ít nói hướng nội bán hướng nội bán hướng ngoại,bia đồ gì có vị cay,chơi đàn piano vẽ tranh stress thì mình đâm đầu vô luôn nhiếp ảnh,"hòa đồng, thân thiện",học,2,8
1163,Nam,Son La,mình là một người hướng ngoại,bún đậu,tiền,Ko thích share phòng,thích đá banh đi cắm trại,6,1
1164,Nam,Binh Thuan,nhưng lúc high thì lại muốn nói rất nhiều ít nói nhưng hướng ngoại dễ quạu dễ nguôi náo động vùng trời :) ít nói với người lạ,"... thật ra thì ngoại trừ rau cần cháo gà redbull
không thích cafe gói sinh tố bơ",dọn dẹp em thích chơi nhạc cụ,"ngành kỹ thuật, hòa đồng",học ngoại ngữ đi đây đi đó với bạn bè( một mình),9,7
1165,Nam,Ninh Thuan,cầu toàn tích cực cũng hơi hướng ngoại,chanh muối sandwich cà phê sữa mùi hương (hành tỏi tiêu ớt sả đầy đủ) cơm sườn,bóng rổ,"Hòa đồng, giỏi",cờ tướng tâm lí học lưới fb mình thích xem phim thể thao,4,2
1166,Nam,Hoa Binh,nghiêm túc thích ở 1 mình thích ở nhà hơn là ở ngoài hiền hoà,món nướng bánh kẹp thịt bò với sữa,thích đồ ăn nhạt được ăn thể hình chơi cầu lông đi đây đi đó với bạn bè( một mình),"1 người tốt bụng , dễ gần",đi phượt badminton chụp ảnh nhạc cụ kĩ thuật,7,9
1167,Nữ,Lam Dong,dễ chịu không thích ồn ào,ăn haidilao bánh mì kẹp,xem tin tức công nghệ bị người ta lùa gà chơi yasua đồ ăn ngọt,Vui vẻ,phim hoạt hình hích võ taekwondo đọc manga xem anime xem phim âu action nghe nhạc,6,7
1168,Nữ,Tuyen Quang,lười giao tiếp... nhạy cảm ngoại hòa đồnh,đồ bún phở việt nam món nào chay đều thích,trang điểm,"Người có chính kiến, tích cực với cuộc sống, có qua có lại và biết nghĩ cho người khác. ",gym,5,1
1169,Nữ,Gia Lai,có quy tắc riêng hay giận vu vơ hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không ít nói,đậu hũ cà chua. coca hải sản nước thích ăn cay ăn đồ cay,xem tv series văn học ăn cờ vua,Vui tính,trò chơi điện tử đàn đọc manga xem anime xem phim âu action nghe nhạc chơi thể thao bóng chuyền,2,2
1170,Nam,Tien Giang,ambivert,thức ăn chill cá dồ kho,ios vệ sinh máy tính,Dễ nói chuyện và giàu,đi chơi ngoài trời lướt mxh,5,4
1171,Nam,Thanh Hoa,là một người hướng nội thích ở một mình,đồ bún phở việt nam c2 canh kim chi bún mắm,"o buổi sáng hacking đi mua sắm

không thích: chạy bộ thể hình coi phim anime","Tôn trọng không gian riêng tư của người khác, sạch sẽ, chùi dọn phòng, im lặng vào ban đêm",thích coi phim toán thích động vật,3,9
1172,Nam,Nam Dinh ,là 1 người ít nói hướng nội tốt bụng không thích ồn ào một người hướng nội thích sự im lặng bán hướng nội ambivert,thích ăn gà hủ tiếu bimbim canh kim chi,ca hát vệ sinh máy tính,Vui vẻ chân thật,chơi game thích,5,9
1173,Nữ,Tuyen Quang,hiếm khi thấy vui hướng ngoại full time thích giáo tiếp với nhiều người là một người nhiệt tình,cơm cháy kho quẹt,dark fantasy manga chính trị ...),"hòa đồng, thân thiện",ngủ coding nấu ăn chính trị thích động vật,8,6
1174,Nam,Nam Dinh ,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ thích đi chơi với bạn bè dễ hòa nhập dễ thích ứng,"mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc khoai lang lắc",xem phim ngôn tình bị người ta lùa gà pokemon thích tiếng anh đánh võ,"Hoà đồng, tôn trọng không gian riêng tư ",thể hình thể thao,8,8
1175,Nữ,Phu Yen,thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra chia sẽ,bánh chuối chiên thịt bò ít mỡ,thể hình đi tản bộ thích đọc truyện bóng đá o buổi chiều,"vui tính, tích cực",đánh võ chơi game ko thích bị ép buộc thích đi chơi với bạn bè,6,9
1176,Nam,Cao Bang,bán hướng nội bán hướng ngoại ưa mạo hiểm không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì,bánh mỳ khoai lang lắc không rõ các loại bánh ngọt,chiêm tinh,"gọn gàng, giữ vệ sinh và có trách nhiệm ",tấu hài coi phim hoạt hình,1,1
1177,Nữ,Kien Giang,nói nhiều mình là người mình là dễ gần,canh trứng cà chua uống trà sữa đồ bún phở việt nam,chính trị bơi …,"Vui tính, hoà đồng, thấu hiểu biết chia sẻ",đọc manga xem anime xem phim âu action nghe nhạc game online chơi đàn piano,3,4
1178,Nam,Long An,hoà đồng nhưng cũng thích ở một mình chỉ thích ngủ một mình bán hướng nội ambivert thích đám đông,hơi kén ăn 1 chút không có cụ thể thích 1 món ăn hay đồ uống nào,nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster ngủ coi phim ăn,"Người hài hước, năng động và thích nói thật",xem phim nghe nhạc thích học bài chơi vape,5,5
1179,Nữ,Binh Duong,thích yên tĩnh,không uống nước ngọt có ga các loại bánh ngọt bún đậu lẩu cá đuối bún chả,học ngoại ngữ,"1 người vui tính, hoà đồng, có thói quen dọn dẹp ăn ở sạch sẽ, nhưng đừng quá ồn ào.",bóng đá bóng đá ko thích gì hết thích nghe nhạc đi phượt,5,7
1180,Nam,Vinh Long,dễ thích nghi,"ăn cơm redbull
không thích cafe gói mình thích uống trà sữa",chăn nuôi bóng đá xem phim đi dạo,Hoà đồng lịch sự ngoan ngoãn ko quậy phá và vui vẻ,hóng drama,2,2
1181,Nam,Hau Giang ,thích mọi thứ có trật tự thích một mình thích đi chơi cùng những người bạn thân thiết,các loại mì đi ăn với bạn kẹo bimbim,lướt mxh chơi thich chơi thể thao võ các hoạt động phải chạy,"Vui tính, hoà đồng",game online đi xe đạp xem phim hàn,2,4
1182,Nam,Lang Son,linh hoạt có xu hướng ambivert,phở bánh bánh tráng coffee chill,.. pokemon em thích chơi nhạc cụ âm nhạc ( nghe nhạc),Sạch sẽ,"đi mua sắm

không thích: chạy bộ tâm lí học travelling thích bơi linux",2,5
1183,Nữ,Son La,người đang học trường fpt không thích sự ồn ào,sinh tố bơ,học toán thích đi chơi với bạn bè,"Dễ thương, thích nấu ăn, quan tâm bạn bè",chăn nuôi thích tiếng anh mình thích xem phim,3,2
1184,Nữ,Tra Vinh,hòa đồng,xôi mặn xôi,thích khoa học,"sạch sẽ, thoải mái, giỏi, hòa đồng",game mobile,4,9
1185,Nam,Nam Dinh ,thích giao lưu,đồ ăn healthy bánh ướt lẩu,lịch sử tập thể dục các chương trình giải trí xem các show giải trí thực tế tiếng anh...,"Người biết lắng nghe, học giỏi 1 chút (nhưng không tự cao, cái tôi lớn), vui tính hòa đồng, người kiên định không ba phải hùa theo đám đồng, ",đồ ăn ngọt trang trí phòng ngủ esport,6,5
1186,Nam,Hai Duong,thường thích ở một mình hướng ngoại nhung thích ở một mình nhưng hướng nội với người lạ,thích caffee,xem các show giải trí thực tế dark fantasy manga đạp xe thích chơi game âm nhạc ( nghe nhạc),"sạch sẽ, gọn gàng",tắm (2l/ngày) thích chơi bóng rổ ios bóng bàn,6,7
1187,Nam,Ca Mau,ít nói nhưng hướng ngoại một người hướng ngoại làm biếng hướng ngoại thân thiện vui vẻ,đồ thái đồ ăn nhà nấu,học tiếng nhật thích chơi bóng rổ thích ngồi lướt mạng xh cả ngày học ….,"Biết chia sẻ, thông cảm và lắng nghe",trồng cây thích khám phá xung quanh,9,2
1188,Nữ,Bac Kan,lúc này lúc kia thích ờ chỗ không đông người,moutain dew các loại bánh ngọt udon thích ăn món mì cay,mình thích xem phim du lịch,"Vui tính, dễ nói chuyện, tiền bạc rõ ràng, biết làm việc nhà, chia việc nhà thì phải lm, gọn gàng, dùng đồ của ng khác thì phải biết mượn",học tiếng anh hội hoạ,6,7
1189,Nam,Hoa Binh,thân thiện thiên về cảm xúc nhiều hơn lí trí,bimbim ăn được uống được mì ý cơm bò xào trà đào…,học tiếng nhật yoga nấu ăn xem phim nghe nhạc đi tập thể dục,"không tự tiện, biết nghĩ cho người khác, hoạt bát, hài hước",mầy mò linh kiện máy tính cầu lông chơi bóng rổ trống,9,6
1190,Nữ,Dak Nong,hướng ngoại thân thiện vui vẻ lúc này lúc kia một người nửa hướng nội là người 50% hướng nội nói khi cần thiết,cơm bò xào mùi hương (hành tỏi tiêu ớt sả đầy đủ) thích caffee đi ăn với bạn ham bơ gơ,coi anime,Dễ dãi,thích đi bộ,1,3
1191,Nữ,Hoa Binh,mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân là người mình khá ít nói cũng như là hướng nội,"ăn đồ tốt cho sức khỏe thích ăn mì tômmmmm mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc pizaa ... dưa hấu",bơi lội. làm mô hình chơi nhạc pokemon,"Hoà đồng, dễ chịu",thích tiếng anh các chương trình giải trí đông y bị người ta lùa gà,2,7
1192,Nam,Tay Ninh,thân thiện lúc hướng ngoại,khoai lang lắc đồ nhướng hơi kén ăn 1 chút espresso cơm gà,lướt mạng sự logic đánh cờ vua,"Người vui tính,hoà đồng,sạch sẽ,thân thiện ",học toán,4,3
1193,Nữ,Lao Cai,chia sẽ hướng nội khi không có ai không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì,mì xào bún bò hột vịt lộn rang me thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon bún trộn,thích đồ ăn nhạt đu otp coi phim hoạt hình thích khám phá xung quanh,Ngăn nắp là được,đi đây đi đó với bạn bè( một mình),8,8
1194,Nữ,Soc Trang,lowkey người đang học trường fpt sáng nắng chiều mưa,bánh plan uống caffee rau củ,uống cà phê game đánh cầu lông bóng chuyền online shopping,"Biết chia sẻ, thông cảm và lắng nghe",chơi vape tấu hài bới lội,3,5
1195,Nữ,Cao Bang,ghét sự cô đơn bạn bè. dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít quyết đoán hoà đồng nhưng cũng thích ở một mình,phô mai kéo sợi xúc xích đồ hàn thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon dưa hấu,giải đố xem mv ca nhạc đếm tiền thích đi du lịch,"Hoà đồng, cùng ngành, lanh lợi",hacking xem phim ngôn tình bóng đá tò mò về cách vận hành của xã hội,8,8
1196,Nữ,Bac Kan,đôi lúc hướng ngoại mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân trải nghiệm hướng nội nữa mùa dễ thích ứng,trừ đồ đắng ra thì mình đều ăn được đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. bún cá sữa đậu nành hột vịt lộn rang me,đi từ thiện thiết kế shopping thích ngủ holywood,Sạch gọn và rõ ràng,thích đá banh thể thao chơi đàn code,8,9
1197,Nam,Dong Thap,hòa đồng không thích đám đông lắm nhưng dễ hòa nhập thích tự lập 1 tháng chắc 1-2 lần) để giao lưu hướng ngoại ít nói thích ở một mình,nước ngọt có ga drink: (ưu tiên) nước lọc gà nói chung,tám chuyện em thích chơi nhạc cụ pokemon,Vui tính hòa đồng ,lướt mạng bơi,1,9
1198,Nam,Thanh Hoa,là một người nội xàm thích sạch sẽ hướng ngoại. hướng ngoại part time,cơm chiên các loại nước trái cây thích ăn vặt trừ đồ đắng ra thì mình đều ăn được thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua,vẽ... chụp ảnh,dễ tính,mình còn có thể chơi cầu lông nữa phong thủy,9,1
1199,Nữ,Bac Kan,ít nói nhưng hướng ngoại thích coi phim,thích bánh sandwich nướng đồ gì có vị cay,thích đồ ăn nhạt pokemon thích đá banh,"Hòa đồng, thẳng thắn, không nói xấu sau lưng, tốt bụng","thích học ngôn ngữ anh xem tin tức công nghệ chăn nuôi đi mua sắm

không thích: chạy bộ",9,7
1200,Nam,Bac Giang,hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không nóng nảy - ưu tư,bún mắm đặt biệt là trà sữa,xem các show giải trí thực tế ngủ coi phim ăn,"Sạch sẽ, hoà đồng, hiểu biết",học diy.. tám chuyện,5,1
1201,Nam,Vung Tau,tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình hướng ngoại thân thiện vui vẻ dễ hòa nhập,snack khoai tây nước cam các loại bún trà đá trứng ốp la,thích học ngôn ngữ anh học công nghệ dân chơi hệ điều hành (windows thích đi chơi với bạn bè,"thân thiện, trách nhiệm, sẻ chia",thế giới,7,9
1202,Nữ,Vung Tau,hòa đồnh thích đi dây đó hướng ngoại full time ít nói nhiều hướng ngoài.,bún thịt nướng,em thích chơi nhạc cụ,"Vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng, OCD càng tốt. Không quá tính toán hơn thua, tính khôn lỏi",thích đi karaoke ... game online,4,7
1203,Nữ,Ha Nam,nhộn nhịp hiếm khi thấy vui thích tận hưởng không gian 1 mình nghiêng về hướng ngoại ở nhà hướng nội ra đường hướng ngoại 🙄,cơm đậu hũ dồn thịt xốt cà ...,đi coi phim ngắm cảnh ngắm bầu trời esports mình còn có thể chơi cầu lông nữa,"hiền, lịch sự, sạch sẻ, vui tính.",dân chơi hệ điều hành (windows đọc sách.. cờ tướng xem tin tức công nghệ khoa học,2,8
1204,Nam,Lang Son,người hướng nội cởi mở linh hoạt thích được đi chơi,buger bột sò,thiết kế thích đá banh đạp xe,Yên tĩnh,đi từ thiện coi phim âm nhạc ( nghe nhạc),6,8
1205,Nam,Hoa Binh,một người hướng nội thích sự im lặng bình thường 🤤 không phải hướng nội nhưng không thích chỗ đông người lười làm việc nhà hướng nội nhưng thích làm social media,nước trái cây hũ tiếu các món nướng chè bưởi,thường thức tác phẩm nghệ thuật,"gọn gàng, trầm tính, cùng chuyên ngành/ sở thích",đi ăn âm nhạc thích nhảy yoga trí tuệ như nhau nên điều đó cũng là một sự thú bị,8,4
1206,Nam,Son La,hướng lung tung,bánh ngọt beer xôi,bơi,Hòa đồng,thích tiếng anh,8,3
1207,Nữ,Vinh Phuc,hướng nội - ngoại 50% hướng ngoài hướng ngoại với người quen là người thích ở một mình,thịt kho tàu suit my taste is fine thích ăn cay mì cay trà sữa trà đào,tập thể dục thích đồ ăn nhạt thích tiếng anh travelling,"Em thích ở chung với người tôn trọng khoảng cách và điểm khác biệt giữ 2 đứa. Không quá xen vào cuộc sống của nhau. Không phán xét, đánh giá, áp đặt sở thích, suy đoán, ý kiến của mình lên bạn cùng phòng",badminton thích chơi game,3,1
1208,Nam,Hoa Binh,hướng ngoại 65% hướng trung (ambivert) lúc thích một mình nhạy cảm hướng ngoại. hướng ngoại part time,rau củ,coi phim hoạt hình,"hòa đồng, thân thiện",xem các show giải trí thực tế tắm (2l/ngày),8,9
1209,Nam,Binh Phuoc,thoải mái khi gia nhập mình khá ít nói cũng như là hướng nội độc lập một người hướng ngoại với bạn bè,trứng ốp la lẩu chay mỳ quảng cứ đồ ăn là thích mình thích ăn bánh tráng cuốn,nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster,mong muốn có một người bạn có cùng sở thích khám phá giống mình,vệ sinh máy tính đi tập thể dục đồ ăn ngọt chăn nuôi game online,7,8
1210,Nữ,Soc Trang,hướng nội nhưng thích đi chơi là một người nội thích đi ra quán cafe để học bài,thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua,ko thích gì hết thích đi karaoke tiêu tiền.,"thân thiện, trách nhiệm, sẻ chia",thư giãn đọc sách,5,3
1211,Nữ,Hung Yen,náo động vùng trời :),ăn sushi,xem phim đặc biệt là thích nhạc của sơn tùng m-tp thích đọc sách thần số học kinh quẻ,"người vui tính, hòa đồng, hay ham chơi, hoạt bát, ...
",của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) chơi bóng rổ được ăn đông y đu otp,3,6
1212,Nam,Binh Thuan,hướng nội 35% dễ thích ứng cá tính mạnh hướng ngoại partime,cơm đồ bình dân hoi. ngũ cốc ít mỡ hamburger,đánh bóng bàn đọc sách được ăn đọc sách..,"sạch sẽ, thoải mái, giỏi, hòa đồng",hội hoạ badminton,1,2
1213,Nam,Phu Tho,không thích giao tiếp với người lạ,đồ bình dân hoi. thức ăn có vị cay thích uống trà sữa ạ :v thích đồ healthy ăn đồ ngọt uống nước ngọt,đá bóng trống đọc truyện viết code thích học bài,"Thích những bạn hoạt bát, vui vẻ và sạch sẽ",mac os bơi lội.,3,8
1214,Nữ,Vinh Long,hướng ngoại với người quen không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì nhưng không phải e sợ đám đông,cơm gà revive bia,tụ tập với bạn bè ngắm bầu trời ngủ các chương trình giải trí chơi thể thao,Lắng nghe,nhảy dây đàn guzheng tin khoa học mình thích đọc tiểu thuyết và truyện tranh,5,4
1215,Nữ,Quang Ngai,có thể đi ăn ngoài nếu được mời thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng ambivert,không đặc biệt yêu thích gì nước dừa bún chả,edit tiếng anh tấu hài,"Hoà đồng, cùng ngành, lanh lợi",đọc tiểu thuyết cầu long. cờ tướng thích vẽ đi ăn,6,5
1216,Nam,Lam Dong,mình hk thích sự gượng ép thích ờ chỗ không đông người cầu toàn ưa mạo hiểm nhưng hướng nội với người lạ,bánh căn trà chanh mặn các món nhật các loại bún,thể hình đi từ thiện ...) ngoại ngữ vân vân...,"Cùng ngành học, ham học, vui tính, hòa đồng, hoạt bát",bơi tháo thường thức tác phẩm nghệ thuật tập trung nghiên cứu một vấn đề nào đó làm mô hình,1,4
1217,Nam,An Giang,một người hướng nội,sữa chua mít khô các loại bò kho mùi hương (hành tỏi tiêu ớt sả đầy đủ) cũng không biết nữa 😂,bói tử vi đọc manga xem anime xem phim âu action nghe nhạc lướt mxh thích nghe nhạc,"vui tính, hòa đồng, dễ tính...",khám phá xung quanh thích động vật ăn uống hội hoạ,6,9
