,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
6673,Nữ,Kon Tum,hướng nội nhưng thích đi chơi hoà đồng với mọi người không phải hướng nội nhưng không thích chỗ đông người,bánh mì,ngủ:)) phá máy tính phong thủy thích chơi game nghệ thuật,không,năng động hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình. ít nói im lặng biết nghĩ cho người khác,5,8
2108,Nam,Binh Duong,nhưng lúc high thì lại muốn nói rất nhiều,bún thịt nướng bún trộn thích ăn món mì cay udon,hội hoạ đi cắm trại hóng drama thích chơi game offline phim,không,thích nói chuyện vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng,7,8
5607,Nữ,Dak Nong,có xu hướng ambivert,ăn cơm moutain dew bánh cuốn,chơi nhạc đá cầu thích đọc thử nhiều điều mới mầy mò linh kiện máy tính,không,vui tính hướng nội trật tự respect private space and friendly is good,3,10
4061,Nữ,Nam Dinh ,khá hướng nội. thích sạch sẽ,khoai lang lắc không uống nước ngọt có ga,tiền,không,biết chia sẻ,8,8
4630,Nữ,Ha Giang,ít nói,lẩu gà phô mai kéo sợi xúc xích đồ hàn thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,thích các chương trình giải trí toán thích xem tivi,Có,hiểu biết trúa hề chăm chỉ làm việc nhà quan tâm bạn bè không quậy phá,10,5
3898,Nữ,Binh Phuoc,dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. hướng ngoại ít nói thích ở một mình hướng nội nữa mùa lúc này lúc kia là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,phở…,đi chơi ngoài trời học nhóm online coi phim,không,biết nghĩ biết tôn trọng người khác điềm tĩnh chịu đi chơi với tôi ngăn nắp,8,9
6747,Nữ,Thai Binh,không thích sự ồn ào cũng hơi hướng ngoại hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ nóng nảy - ưu tư,ốc ăn cơm mẹ nấu,học toán ngoại ngữ nhiều lắm . chơi được đa nghề :),không,mọi thứ rõ ràng ồn ào đúng lúc đúng chỗ người hài hước bạn cùng phòng phải là người sạch sẽ,8,8
5538,Nam,Thanh Hoa,vui vẻ ích nói,bánh mì kẹp các loại sữa bắp trà ô long nước dừa,chơi bóng rổ,không,người sống có quy củ 1 người vui tính vui vẻ hoà đồng vui tính thân thiện điềm tĩnh,7,7
1778,Nữ,Vinh Long,là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,cá tra nhúng giấm ham bơ gơ nước ép trái cây,đọc truyện thích xem tivi,không,trách nhiệm người biết lắng nghe vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau hòa đồng quan tâm mọi người,10,8
6320,Nữ,Hoa Binh,có phần hơi thích kiểm soát người hướng ngoại thích ở một đám là một người hướng nội thích ở một mình,uống trà sữa thích đồ tự nấu,thích khám phá xung quanh chính trị ios,Có,người sống có quy củ hiền ngay thẳng,7,9
2113,Nữ,Bac Lieu,không lười thì đi có hứng thì xác xe,lẩu kim chi mình thích trà bí đao ngô gia mỳ tôm bún ốc kem ốc quế...,"lưới fb thiết kế thích:
1. thiên nhiên cây cỏ
2. bóng bàn xem tv series",không,sạch sẽ ham chơi tinh tế tôn trọng ý kiến của nhau,7,6
1343,Nam,Gia Lai,là người 50% hướng nội,trứng,holywood,không,không thảo mai thích gọn gàng,10,10
6390,Nam,Tra Vinh,hướng ngoại hướng lung tung sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt thích tận hưởng không gian 1 mình,ăn cơm tôm chiên cứ đồ ăn là thích,đi đây đi đó với bạn bè( một mình) ăn đông y cầu long. ….,không,nhiều chuyện tiết kiệm một chút tiền bạc rạch ròi ko thích share phòng,9,7
7237,Nam,Thanh Hoa,là một người nội hướng ngoại full time xàm,cơm chiên đồ ăn nhanh nước ngọt fastfood,thích khoa học android bóng chuyền câu cá đá bóng hội hoạ,không,người vui tính hòa 1 người vui tính không ích kỷ bạn cùng phòng phải là người sạch sẽ,8,10
949,Nữ,Quang Ngai,mình hk thích sự gượng ép mình khá dễ hòa đồng nhưng tùy đối tượng cần cù ít nói nhiều,snack khoai tây chả giò,thích chơi game thích học ngôn ngữ anh thích tìm hiểu những kiến thức đa ngành,không,ăn ở sạch sẽ người vui vẻ nhường nhịn biết như thế nào là bất lịch sự nấu ăn ngon trách nhiệm hoạt bát,8,9
4913,Nữ,An Giang,ngoại,hủ tiếu nước c2 chanh món ăn health,đàn guzheng game online công nghệ,không,mình thích bạn cùng phòng hoà đồng muốn có bạn gái,10,8
7395,Nữ,Dong Thap,năng động tìm người người làm đồ án tốt nghiệp chung. là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime không thích nói nhiều là một người ít nói hướng nội,trà chanh trân châu sâm bổ lượng  đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. .,bơi,không,hoà đồng phát triển bản thân gọn gàng sạch sẽ tôn trọng riêng tư o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố,8,7
4064,Nam,Tra Vinh,cá tính mạnh là người ít nói hướng nội 35% hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),nước thảo mộc sữa chua,code,không,ăn mặc ổn,10,10
50,Nữ,An Giang,nửa hướng ngoại,mì có ăn là được bánh tráng các loại đồ ăn chay,học toán thích xem tivi hacking pha chế,không,có chí cầu tiến người vui vẻ học giỏi sẻ chia người hài hước,8,10
8374,Nữ,Quang Nam,dễ tiếp xúc tham công tiếc việc dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. là người hướng nội part time tôi là một người ít nói,đồ hàn rau má mix ăn pizza,dark fantasy manga,không,nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc không quá nóng tính người vui tính hòa vui vẻ hoà đồng.,8,5
3330,Nam,Ha Giang,dễ chịu,...; các loại thức ăn truyền thống của miền nam như bánh xèo không thích ăn cay lắm cơm sườn,xem tv series chơi đàn học hóa lưới fb,không,mình thích bạn cùng phòng hoà đồng biết giữ gìn hoà khí chung thật sự như mình nói trên,8,8
2249,Nam,Thai Binh,hiểu biết.,spaghetti xoài lắc,xem các show giải trí thực tế,không,cùng ngành trầm tính hiểu chuyện ở sách không bừa bộn mình thích ở 1 mình thôi 😶,6,8
2298,Nữ,Dak Nong,lắng nghe,cơm chiên cá tra nhúng giấm,yoga ngắm cảnh,không,dễ tính biết nghĩ,9,9
7629,Nam,Bac Lieu,dễ chịu thích mọi thứ có trật tự,cơm trộn cũm được,chạy xe ngắm cảnh coi phim hoạt hình,không,hoạt bạt,9,9
224,Nam,Thai Binh,thích mọi thứ có trật tự nhưng lại thích giao lưu =)) đúng ik chang mô tả mẫu :))) thẳng tính ít nói nhưng hướng ngoại,ăn được uống được cơm tấm sườn bì chả đồ ăn nhanh rau củ,thích chơi game thường thức tác phẩm nghệ thuật xem mv ca nhạc xem phim hàn cầu lông,không,đồng cảm hiền hòa thật thà,7,10
9241,Nam,Khanh Hoa,mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân ghét sự cô đơn nóng nảy - ưu tư nghiêm túc,thích đồ healthy đặc biệt là tôm bánh khọt cơm tấm,đọc sách.. yoga học tiếng anh coi anime thích chill,không,1 người vui tính dễ bắt chuyện biết giúp đỡ .. ít nói thân thiện,7,7
679,Nữ,Hoa Binh,hướng nội 35% thích ở 1 mình giống ví dụ,ăn được uống được ăn được đồ nặng mùi ........; nói chung là mình thích ăn rất nhiều món :3 e thik ăn các loại bánh mỳ sữa của các hạt đậu,đi xe đạp chính trị shopping học công nghệ,không,không thảo mai ngành kỹ thuật không soi mói hoà đồng. thằng bạn thích hút thuốc,9,10
6567,Nữ,Quang Tri,ít nói chuyện trầm tính thích ở một đám,sữa của các hạt đậu trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn mì cay,môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,không,vui vẻ - hài hước thích công nghệ,9,10
8938,Nữ,Quang Tri,nội tâm .... thích tìm hiểu,nước ép thơm,tháo kpop tiền,không,"nói ít 
<3 hoà đồng với mọi người không quậy phá biết tôn trọng người khác không nhiều chuyện",10,7
8225,Nam,Thai Binh,ít bạn thích trò chuyện sạch sẽ có thể đi ăn ngoài nếu được mời,mì quảng chè bưởi,yoga ngắm cảnh,không,vui vẻ chân thật trầm tính ít nói nữa thì quá tuyệt vời ý thức đồ mình sở hữu là được vì mình cũng như vậy.,5,9
1626,Nam,Binh Phuoc,cống hiến hết mình,nướng bánh kẹp thịt uống caffee bánh tráng trộn trà chanh,thiên văn học nói chuyện cùng bạn bè đi coi phim o buổi chiều,không,tôn trọng ý kiến của nhau tâm lý =))) đừng ham chơi 🤡 vì mình sẽ chơi cùng năng động,5,5
514,Nữ,Thanh Hoa,hiểu biết. mình ambivert lowkey em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time quyết đoán,bò kho bánh xèo coca cola,ngủ:)),không,biết lắng nghe/ tôn trọng lẫn nhau biết điều hoà đồng mình thích ở 1 mình thôi 😶 vui vẻ - hài hước,8,10
7749,Nữ,Hoa Binh,chung chung,nước gas có ăn là được,thích khám phá xung quanh các chương trình giải trí xem youtube ngủ nghỉ ngơi,không,trầm tính ít nói nữa thì quá tuyệt vời sạch sẽ.,10,9
1458,Nữ,Long An,logic ở giữa hướng nội,nước ngọt mỳ tôm các món nướng,xem các show giải trí thực tế coi anime,không,sạch sẽ gọn gàng,10,8
7035,Nữ,Binh Phuoc,hướng nội + ngoại part time sống cống hiến một người hướng ngoại làm biếng o tập thể ít nói với người lạ,có ăn . nhiều lắm nào cũng ăn được bị dị ứng hải sản có vỏ,phim hành động,không,hiểu chuyện.,6,10
4236,Nam,Ca Mau,có thể mời người ta đi ăn nếu vui,socola đá xay bánh cam,dọn dẹp,không,hoạt bát,10,10
7277,Nữ,Gia Lai,không thích nơi đông người năng động thích một mình nhưng lại sợ cô đơn mình là một người hướng ngoại náo động vùng trời :),nước suối trà nóng cơm sprite xoài lắc,lắp ráp hích võ taekwondo làm mô hình,không,có chừng mực - vui vẻ nề nếp,7,8
2912,Nữ,Binh Thuan,thích đi đâu đó,đồ ăn: các món nước (bún,tập thể dục ngoài trời học công nghệ mua sắm đọc truyện mac os,không,chịu đi chơi với tôi ham học người vui tính chia sẽ ngăn nắp,9,6
2877,Nam,Binh Duong,dễ thương một người hướng nội thích sự im lặng thích tự do,mì udon có ăn là được 7up cơm tấm long xuyên,…. nhiếp ảnh,không,không soi mói có chí cầu tiến người biết lắng nghe ít nói thân thiện thích những bạn hoạt bát,10,9
7851,Nam,Ca Mau,hướng nội nhưng thích đi chơi là một người 2 hướng nói nhiều thích đám đông lúc hướng nội lúc hướng ngoại,trứng ốp la bánh mì thịt xá xíu,hít thở không khí trong lành ở công viên,không,không thảo mai dễ chung sống luôn ham học hỏi không quá ồn ào,8,8
9770,Nữ,Vinh Phuc,có phần hơi thích kiểm soát người thân thích được đi chơi ồn ào hướng nội ít nói nhưng hoà đồng thân thiện,rau má mix,phim video game,không,vui tính hài hước,5,5
5806,Nữ,Binh Phuoc,hướng nội tích cực thích sống ở trọ,bò né trà sữa trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn các loại đồ ngọt như chè bánh bao,tin khoa học vân vân...,không,bình thường chung ngành sạch sẽ,2,7
9435,Nam,Hoa Binh,indoor type thích có ko gian riêng tư 1 mình,bánh mì mỳ cay espresso,bói tử vi,không,có đạo đức đừng quá bừa bộn người có tính hòa đồng không tính toán với bạn cùng phòng khác.,7,10
3345,Nam,Kien Giang,một người nửa hướng nội hướng nội thích có ko gian riêng tư 1 mình,bún bò phở hu tiu com tam,hích võ taekwondo tập thể dục shopping thích đọc,không,hoà đồng. có tri thức về y khoa cùng các lĩnh vực xã hội khác nếu chung sở thích thì càng tốt dùng đồ của ng khác thì phải biết mượn,9,8
8558,Nữ,Binh Dinh,một người vui vẻ ghét phiền phức,mình rất thích đồ ăn vặt cà phê sữa... fanta vị nho : d mình thích ăn các loại đồ ngọt đùi gà,hội hoạ chiêm tinh ngủ ngoại ngữ tâm lí học,không,gọn gàng.,8,8
8850,Nữ,Tien Giang,thích giáo tiếp với nhiều người dễ tiếp xúc thích vui vẻ thích cứ gái ồn ào,cơm nước ngọt blahblah thích ăn đồ cay come gà,thích động vật,Có,sẵn sàng quan tâm chia sẻ,8,9
5019,Nam,Binh Thuan,dễ thích nghi,thịt sườn bánh cuốn chỉ thích cafe phin kẹo dẻo,thích tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,phải sạch sẽ sạch sẽ một chút,8,9
9049,Nam,Son La,thích tụ tập bạn bè thân thiết ở nhà vui vẻ… nhưng lại thích giao lưu =)),beer sandwich lẩu thái miến trộn mứt; các loại món nước như hủ tiếu,bới lội decor phòng đọc truyện vận động thể lực (nhẹ),Có,biết chia sẻ người ít nói gọn gàng sạch sẽ giống tính cách càng tốt nhưng k nên là bạn thân,8,9
7690,Nam,An Giang,ít nói chuyện hướnh ngoại ít nói,bánh tép kẹo ........; nói chung là mình thích ăn rất nhiều món :3,xem phim làm gốm coi anime chụp ảnh,không,người biết lắng nghe biết tôn trọng không gian riêng thích bạn cùng phòng dễ thương giữ vệ sinh nhà cửa sạch sẽ,9,9
6009,Nữ,Binh Dinh,thích nơi đông người là 1 người ít nói hướng nội là một người thiếu ngủ hơi hướng nội hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,sandwich lẩu gà,kĩ thuật tập trung nghiên cứu một vấn đề nào đó âm nhạc ( nghe nhạc) bơi tám chuyện,không,ăn nhiều muốn có bạn gái,9,10
9802,Nam,Vinh Long,ưa mạo hiểm vui vẻ… khó chịu,trừ những món liên quan tới cá ; các dòng nước ngọt đều thích bánh bò,pokemon sở thích của mình là thay vì thoát khỏi áp lực cà phê tâm lý học tâm lí học,Có,không nói xấu sau lưng có ý thức giữ vệ sinh chung không đòi mói ở sạch hiền,10,10
7846,Nữ,Bac Lieu,thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ riêng tư,bánh đồ gì có vị cay thích ăn,gym,không,ở sạch sẽ,10,9
6100,Nam,Quang Nam,".... người suy nghĩ nhiều thích cứ gái hướng trung (ambivert) lúc thích một mình mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",không có cụ thể thích 1 món ăn hay đồ uống nào thích ăn đồ cay thích đồ chay socola bánh bò,ngủ:)) android sở thích của mình là thay vì thoát khỏi áp lực chiêm tinh tiền,không,cùng sở thích hòa đồng,8,8
9037,Nam,Thai Binh,thích tận hưởng không gian 1 mình người đang học trường fpt,bánh kẹp thịt bò với sữa,ngắm bầu trời trồng cây viết lách học công nghệ thích đi bộ,không,không thảo mai,10,8
1530,Nữ,Ha Giang,ít nói nhưng hướng ngoại,hơi kén ăn 1 chút miến trộn nước ép. cá viên chiên mắm tỏi,học ngoại ngứ thế giới,Có,hào phóng có tri thức về y khoa cùng các lĩnh vực xã hội khác biết làm việc nhà giống mẹ thì càng tốt hiền hòa,10,10
3918,Nam,Dak Nong,tôi là một người ít nói,... thật ra thì ngoại trừ rau cần bánh ngọt chill,thích ngủ mac os esports đi dạo ngắm cây được ăn,không,giữ vệ sinh nhà cửa sạch sẽ ngành công nghệ thông tin sạch sẽ hoà đồng vui vẻ trung thực o cuộc sống của nhau. không phán xét không soi mói,8,9
6709,Nữ,Ha Giang,mình là một người khá rụt rè khi ở một mình.,thích ăn mì cay các món nhiều gia vị bánh . nước coca . mì cay...,trò chơi điện tử coi anime mac os đạp xe,không,đồ mình sở hữu là được vì mình cũng như vậy.,7,7
3680,Nữ,Long An,đôi khi hướng ngoại ở một mình hướng nội nói nhiều thích đi đâu đó tích cực,"kfc bún rêu khoai tây mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc",phong thủy thích ngủ anh văn,không,cầu tiến thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi đặc biệt là tam quan đúng đắn,8,10
5942,Nam,Hung Yen,thích kết bạn,thích ăn mì tômmmmm sữa tươi trân châu đường đen những món ăn liên quan đến kim chi suit my taste is fine,mình rất thích nghệ thuật trống âm nhạc ( nghe nhạc),không,hoà đồng với mọi người học chung ngành nhiều chuyện tính khôn lỏi tôn trọng không gian cá nhân,10,10
4074,Nam,Ca Mau,hướng nội vui nhộn,cũng không biết nữa 😂 món ăn health,các hoạt động xã hội lưới fb,không,tôn trọng riêng tư,9,7
7770,Nam,Nghe An,lười giao tiếp... đôi lúc hướng ngoại đôi lúc hướng nội hướng nội 35%,rau củ,hích võ taekwondo chơi game,không,giữ vệ sinh nhà cửa sạch sẽ dễ chịu tiền bạc rõ ràng thích ăn ngoài cùng mình,7,10
2523,Nam,Lao Cai,sáng nắng chiều mưa tôi là một người hoạt bát đôi khi ko thích chia sẻ nhiều lắm,gà rán,thik chạy bộ phá máy tính,không,mong muốn có một người thích đánh cờ có chừng mực - vui vẻ,10,8
7834,Nữ,Bac Lieu,hướng nội + ngoại part time thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng đôi lúc hướng ngoại đôi lúc hướng nội thích giao lưu là người hướng nội part time,7up,thường thức tác phẩm nghệ thuật xem mv ca nhạc bơi lội.,không,người có ý thức,7,9
2097,Nữ,An Giang,lắng nghe thích không gian riêng,đồ gì có vị cay bánh tráng bún đậu trà sữa bún đậu thích đồ ngọt,chơi cầu lông ko thích gì hết,không,o ban đêm cùng sở thích v.v cùng tần số với mình :)))). thật thà người không nói quá nhiều,6,7
7066,Nữ,Ha Giang,giống ví dụ đam mê học tập hòa đồnh,mì xào,tìm hiểu về văn hóa các nơi,không,hoạt bát… người sòng phẳng siêng năng không nhiều chuyện miễn bạn cùng phòng biết nói chuyện là được :),7,6
2385,Nữ,Hai Duong,hướng nội + ngoại part time thích ngoại giao nói rất nhiều thích giáo tiếp với nhiều người nửa hướng ngoại,ăn đồ tốt cho sức khỏe hamburger,học toán tâm lí học xem bóng đá làm gốm,không,lanh lợi giữ vệ sinh nhà cửa sạch sẽ sẻ chia tiền bạc rõ ràng,8,5
2718,Nam,Thanh Hoa,thích không gian riêng,socola đá xay,công nghệ trí tuệ như nhau nên điều đó cũng là một sự thú bị thích nhảy đọc manga xem anime xem phim âu action nghe nhạc cầu long.,không,giàu có để cùng nhau nói chuyện là một người biết cách bắt đầu câu chuyện tại vì mình ít nói dẫn tiếp xúc sẵn sàng quan tâm chia sẻ,9,8
2052,Nam,Kien Giang,thích đi chơi cùng những người bạn thân thiết thích nghệ thuật,cơm đậu hũ dồn thịt xốt cà nước ép thơm gà nói chung mùi hương (hành tỏi tiêu ớt sả đầy đủ),thích hút thuốc nghệ thuật,Có,không có ạ dễ thương vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng mình thích người cùng phòng vui tính,8,7
4165,Nam,Binh Dinh,là người 50% hướng nội ít nói với người lạ đôi khi ko thích chia sẻ nhiều lắm thích ờ chỗ không đông người vui vẻ hoạt bát năng động nhưng hơi hướng nội,thích ăn trứng vịt lộn,esports học lưới fb nhảy dây,không,người vui vẻ nhường nhịn biết như thế nào là bất lịch sự,5,7
7223,Nữ,Phu Tho,đúng ik chang mô tả mẫu :))) thích ở một mình. hoạt bát một người hướng nội thích sự im lặng thích ở một mình,không có cụ thể thích 1 món ăn hay đồ uống nào hamburger thích hamburger bột sò trà chanh trân châu,xem tin tức công nghệ học ngoại ngứ kĩ thuật bóng rổ bói toán,không,tính tình vui tính là người vui tính ko so đo o ban đêm,8,8
6823,Nam,Binh Phuoc,thích nơi đông người nhưng ít nói,........; nói chung là mình thích ăn rất nhiều món :3 bún ốc các món nhiều gia vị đồ gì có vị cay,chơi vape,không,dễ ăn uống,7,9
1240,Nam,Thai Nguyen ,lười giao tiếp... mê chơi đá gà lạc quan năng động hướng nội thích ở 1 mình,e thik ăn các loại bánh mỳ bánh canh,coding chơi cờ vua coi anime,không,siêng vui tính hòa đồng,7,8
4996,Nam,Ha Tinh,có quy tắc riêng là người hướng lung tung hiếm khi thấy vui,bánh mì kẹp các loại thích ăn vặt,xem phim đá bóng tháo,không,ko thích share phòng mình chỉ cần người đàng hoàng siêng năng hoà đồng hoạt bát sạch sẽ o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố,10,8
2904,Nam,Lao Cai,phần hướng nội nhiều hơn nói nhiều với người quen,xôi mặn mỳ cay hủ tiếu,thích khoa học,không,vui vẻ hòa đồng hướng ngoại cởi mở tự giác ý thức,5,9
8506,Nữ,Nam Dinh ,ngăn nắp dù hay bày bừa (xong rồi dọn ngay),thức ăn gì ngon đều yêu thích trà đào…,chiêm tinh xem tv series tìm hiểu những kiến thức đa ngành tập thể dục shopping,không,tôn trọng mình tính tình vui tính không nói xấu sau lưng tự cho mình là đúng.,9,9
6010,Nam,Soc Trang,có phần hơi thích kiểm soát lười làm việc nhà mình khá ít nói cũng như là hướng nội,ít đường mình thích ăn các loại đồ ngọt,thích học thích code xem phim hàn thích chơi bóng rổ pokemon,không,cùng tần số ý thức không tính toán với bạn cùng phòng khác. biết nghĩ cho người khác biết đều,9,7
8944,Nữ,Ha Giang,cọc cằn khó giao tiếp hoà đồng với mọi người,khô các loại mùi hương (hành tỏi tiêu ớt sả đầy đủ),thích đọc sách chơi đàn piano âm nhạc,không,thẳng thắn mong muốn được ở cùng với người có sở thích khoa học với mình người hiểu chuyện,9,6
1373,Nữ,Lao Cai,tính cách thất thường nhưng không hẳn hướng nội :)),đồ ngọt mi tom cà phê uống rượu,ngoại ngữ ...) đi ăn,không,người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương rõ ràng,9,7
4290,Nữ,Lao Cai,khá hòa đồng dễ bắt chuyện thích đi đâu đó hướng ngoại full time,socola đá xay,tham gia hoạt động ngoại khoá coi anime tắm (2l/ngày),không,hoà hợp vui vẻ hòa đồng chung ngành học đừng nói quá nhiều,7,9
675,Nữ,Binh Phuoc,ít nói nhưng hướng ngoại người suy nghĩ nhiều ở một mình,"1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép sâm bổ lượng cháo gà",xem phim ngôn tình thích hút thuốc pokemon hát đi dạo ngắm cây,không,năng động giống mình tôn trọng không gian riêng tư ngành công nghệ thông tin,9,7
5650,Nam,Ninh Binh,bình thường 🤤 hướng trung,thích đồ healthy,thiết kế hacking tìm hiểu những kiến thức đa ngành,không,thích nói chuyện,10,10
2600,Nữ,Ca Mau,tùy lúc í nói hướng nội hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ,"mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc không rõ",e thik chơi cầu lông,không,biết đúng sai người có chính kiến cùng ngành học,9,7
2071,Nữ,Long An,ưa mạo hiểm là một người ít nói,ăn đồ cay các thế loại mì,thích chill,không,1 người tốt bụng sinh hoạt cú đêm giống mình hihi dẫn tiếp xúc,10,8
1203,Nam,Hai Duong,thích kết bạn muốn một mình nhưng sợ cô đơn hoà đồng với mọi người v.v thích nơi đông người,mình thích trà bí đao ngô gia nước thảo mộc fanta,ngoại ngữ xem phim nghe nhạc thiết kế lịch sử thích động vật,không,hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối,6,5
9786,Nam,Thanh Hoa,là một người thiếu ngủ hướng nội 35% lúc nói nhiều lúc nói ít mình là một người ít nói hướng ngoại với người quen,phở thịt nướng,xem tv series chơi đàn piano đi coi phim,không,vui vẻ hoà đồng biết làm việc nhà giống mẹ thì càng tốt biết đúng sai ở sách không bừa bộn biết giúp đỡ,7,8
6341,Nữ,Long An,"rụt rè là một người hướng nội mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",fast food bánh mỳ nước nha đam,nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster thích đi karaoke thích tiếng anh lập trình,không,tích cực vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau chăm chỉ làm việc nhà ko so đo,10,9
9113,Nữ,Thai Nguyen ,không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì là một người thiếu ngủ,bún mắm,nhiều lắm . chơi được đa nghề :) ăn uống đi coi phim xem phim ngôn tình,không,người kiên định không ba phải hùa theo đám đồng bạn cùng phòng phải là người hiểu chuyện im lặng đừng ở dơ,6,8
498,Nam,Hai Duong,một người nửa hướng nội hướng ngoại thích đi chơi ở ngoài với bạn bè,gà phô mai nem nướng nha trang mình ăn thích ăn đồ healthy lẩu cá đuối thích ăn bánh mì,ăn uống thiết kế học tiếng anh,không,tốt bụng hòa đồng vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng sinh hoạt cú đêm giống mình hihi đừng quá ồn ào,5,8
9835,Nữ,Thanh Hoa,dễ tiếp xúc tình cảm thích đi chơi ở ngoài với bạn bè ít nói nhiều,cá hồi rau các loại thức ăn nhanh mi tom,dọn dẹp,không,tự cho mình là đúng. đặc biệt là tam quan đúng đắn dùng đồ của ng khác thì phải biết mượn dễ thương không soi mói,8,8
6926,Nam,Bac Lieu,thích một mình nhưng lại sợ cô đơn nhưng lúc high thì lại muốn nói rất nhiều,hải sản phở); thức uống: nước có ga sữa tươi trân châu đường đen đồ chiên,nhạc cụ xem phim nghe nhạc,không,học giỏi (chung ngành càng tốt) phải sạch sẽ,10,9
7153,Nam,Tien Giang,đôi lúc hướng ngoại đôi lúc hướng nội quyết đoán hướng ngoại với người quen,các loại thức ăn nhanh mi tom ăn đồ cay bún nước lèo ăn đồ ăn nhanh,công nghệ cầu long. tập thể dục ngoài trời trống đánh cầu lông,không,sạch gọn có tri thức về y khoa cùng các lĩnh vực xã hội khác tôn trọng không gian cá nhân suy đoán,5,9
9646,Nam,Ha Giang,năng động,cà phê sữa,yoga chơi thể thao xem phim nghe nhạc,không,thoải mái biết chia sẻ nhiều chuyện dùng đồ của ng khác thì phải biết mượn,2,9
7787,Nữ,Ha Giang,thích có ko gian riêng tư 1 mình ít nói hướng nội,quả bánh xèo ăn cơm mẹ nấu cơm đậu hũ dồn thịt xốt cà socola đá xay,thích bơi ngủ call điện thoại,Có,nhiệt tình đồng cảm siêng năng,7,9
9980,Nam,Lao Cai,nói nhiều hướng ngoại thích đi đây đó,thích ăn những món ăn không quá đậm vị cơm gà những món có vị chua đồ bình dân hoi.,….,không,thoải mái là ổn tôn trọng không gian chung hoà đồng với mọi người im lặng không nóng tính,9,10
6125,Nam,Hau Giang ,mình khá dễ hòa đồng nhưng tùy đối tượng vui vẻ,drink: (ưu tiên) nước lọc,xem mv ca nhạc lắp ráp đi xe đạp,không,tích cực,9,8
913,Nữ,Hung Yen,thích ở một mình thích đi dây đó ít nói với người lạ thích tự do nói nhiều,mì nước lọc bánh bột lọc,thích khám phá xung quanh du lịch cùng bạn thích chơi game chăn nuôi,không,sạch! gọn gàng!!!! không soi mói,7,5
7350,Nữ,Tay Ninh,hướng ngoại ít nói thích ở một mình dễ ngại,bún chả nướng ,xem phim hàn xem các show giải trí thực tế,không,lịch sự chung ngành học biết đều,10,8
7172,Nam,Ha Tinh,hướng ngoại. hướng ngoại part time,coca-cola,xem phim ngôn tình đi tập thể dục thiên văn học ko thích gì hết,không,người vui vẻ nhường nhịn biết như thế nào là bất lịch sự có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe.,10,10
