,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
2083,Nữ,Thanh Hoa,ít nói hướng nội thích nơi đông người,hoành thánh thức ăn gì ngon đều yêu thích kẹo trái cây pepsi vị chanh không calo,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích coi phim trang điểm tiếng anh đi dạo ngắm cây",không,chia sẽ nấu ăn ngon đẹp dễ chịu vui vẻ dễ tính sạch sẽ,8,9
2249,Nam,Binh Phuoc,dễ tính,bò nướng thịt kho tàu nem nướng nha trang,thích hút thuốc chơi game thích chơi suốt ngày dọn dẹp,không,biết quan tâm hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình. bạn cùng phòng phải là người sạch sẽ,9,8
443,Nữ,Hai Duong,hướnh ngoại nghiêng về hướng ngoại là một ambivert xàm,ăn đồ tốt cho sức khỏe không thích ăn cay lắm ăn đồ tự nấu,tin học thích chơi cầu lông học ngoại ngứ thể hình thích đá bóng,không,cùng ngành thấu hiểu điềm tĩnh,5,5
997,Nam,Vinh Phuc,thích gọn gàng thích tự lập nói nhiều thích đám đông hướng ngoại 65%,thích đồ chiên cơm ỏi tắc,tìm hiểu những kiến thức đa ngành,không,o ban đêm nề nếp chia việc nhà thì phải lm vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau có tình nghĩa huynh đệ,10,8
2223,Nam,Ha Giang,hướng nội thích không gian yên tĩnh náo động vùng trời :),gà hấp nước mắm trà đào gà phô mai trà dâu,thích chơi suốt ngày thích đọc truyện chạy xe thích vẽ,không,cùng sở thích sạch sẽ. hoạt bát…,8,9
1274,Nữ,Bac Giang,ghét phiền phức,bún chả nướng các loại thịt nướng,code chơi pha chế,Có,đừng nói quá nhiều,7,10
2494,Nữ,Ca Mau,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao trầm tính một người hướng nội,thịt kho tàu,lưới fb phim truyền hình pokemon vệ sinh máy tính câu cá đá bóng,không,biết chia sẻ công việc năng động vui tính thân thiện chủ động dễ nói chuyện tính cách thẳng thắn nhưng không vô duyên,10,7
1549,Nữ,Binh Phuoc,một người hướng nội nhưng cũng thích xã giao với mọi người mình là một người khá rụt rè khi ở một mình. có trách nhiệm,chiên bún bò phở hu tiu com tam không đặc biệt yêu thích gì các món về tôm,tâm lí học du lịch đọc manga xem anime xem phim âu action nghe nhạc,không,vui vẻ chân thật chia việc nhà thì phải lm hiền hòa,8,10
2678,Nữ,Bac Lieu,thích ở một mình. bạo lọan tìm người người làm đồ án tốt nghiệp chung. tính cách thất thường hướng nội - ngoại,eatclean hải sản nước cơm thịt kho mắm ruốc,đi coi phim trống nghe nhạc em thích chơi nhạc cụ,không,người có tính hòa đồng,10,8
2234,Nữ,Bac Ninh,nói nhiều hướng ngoại thích đi đây đó dễ ngại là người thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ hướng ngoại thích giao tiếp vui vẻ hoà đồng,bánh tráng cheese fries sữa chua,vẽ ráp pc,không,chia sẽ ở sạch sẽ cẩn thận hiểu lễ phép tính tình vui tính giống tính cách càng tốt nhưng k nên là bạn thân chung ngành học,10,8
1997,Nam,Ha Giang,bình thường 🤤 50% hướng ngoài linh hoạt đôi lúc hướng nội,bò nướng kem suit my taste is fine đồ ăn hàn. đồ uống healthy sữa chua mít,trí tuệ như nhau nên điều đó cũng là một sự thú bị coding làm gốm vẽ tranh,không,thật thà ở sách không bừa bộn biết tôn trọng,10,10
2094,Nam,Hoa Binh,nói nhiều hướng ngoại khi cần thiết,củ ăn được uống được mắm chưng thích đồ chay các loại thức ăn nhanh,shopping yoga thích tranh biện,không,ko ồn ào với phá phách là được quan tâm bạn bè,8,7
1407,Nam,Hoa Binh,hoà đồng ít nói nhưng hướng ngoại thích ở 1 mình logic áp dụng công nghệ mới,mình ăn thích ăn đồ healthy mì quảng bún mắm phở xào,đi ăn trồng cây thích đi bộ thích xem tivi,không,dễ gần cá tính biết quan tâm không quá kĩ tính giống tính cách càng tốt nhưng k nên là bạn thân,5,10
525,Nữ,Bac Lieu,tìm người người làm đồ án tốt nghiệp chung. hơi hướng nội đúng ik chang mô tả mẫu :))),coca espresso miến trộn buger,học công nghệ phong thủy,không,hoặc cùng trường vui vẻ - hài hước,8,10
760,Nữ,Ninh Thuan,hoạt bát ít bạn không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì,coca cola… nước lọc,pha chế dân chơi hệ điều hành (windows,không,ngăn nắp,10,8
441,Nữ,Hoa Binh,là một người nội bình thường thoải mái,canh cải,mua sắm nghệ thuật đánh cờ vua,không,phát triển bản thân hòa đồng dễ chịu mong muốn có một người thích đánh cờ,9,9
1803,Nam,Bac Lieu,sáng nắng chiều mưa,mỳ tôm thích caffee canh trứng cà chua bún chả nướng,nấu ăn,không,tôn trọng bạn cùng phòng hiền lành ,10,8
2345,Nam,Thai Binh,nói khi cần thiết sống cống hiến là người hướng nội,phở); thức uống: nước có ga bông lan trứng muối trà sữa,thích khám phá xung quanh đàn guzheng bơi,không,là người vui tính,7,5
1066,Nam,Ca Mau,tích cực có thể đi ăn ngoài nếu được mời ít bạn hướng ngoại. hướng ngoại part time,ăn đồ tự nấu trái cây bánh ngọt chill nước dừa fastfood,đàn guzheng trò chơi điện tử vận động thể lực (nhẹ),không,quan tâm bạn bè trầm tính cùng chuyên ngành càng tốt nhưng khác cũng không sao,10,8
318,Nam,Hoa Binh,mình khá dễ hòa đồng nhưng tùy đối tượng,cơm tấm sườn bì chả,bới lội tiền stress thì mình đâm đầu vô luôn hát,không,sạch sẽ một chút người hoà đồng thật lòng thích ăn,9,7
395,Nam,Soc Trang,mình là người thích 1 mình người hướng ngoại,bánh khọt,xem anime esports,Có,tích cực cùng tần số ngành công nghệ thông tin,8,8
296,Nữ,An Giang,là một người ít nói thích ờ chỗ không đông người có quy tắc riêng,vị đậm đà😋 các món ăn truyền thống hoặc món ăn đường phố việt nam cá dồ kho mình thích ăn bánh tráng cuốn,đàn hát,không,tử tế tính cách thẳng thắn nhưng không vô duyên biết chia sẻ công việc siêng năng,8,7
616,Nữ,Vung Tau,có thể mời người ta đi ăn nếu vui vui vẻ là một người khá là trầm tư thoải mái thích không gian riêng,nui xào,đọc tiểu thuyết mình thích ngôn ngữ,không,ngăn nắp. biết tuân thủ lợi ích chung. không tính toán với bạn cùng phòng khác. ngay thẳng,10,6
1158,Nam,Ha Giang,hướng nội part time đôi khi ko thích chia sẻ nhiều lắm nói nhiều hướng ngoại thích đi đây đó,coca cola ,vẽ esport pha chế,không,nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc người ít nói,8,8
936,Nam,Soc Trang,thích đi các hoạt động xã hội mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân,nước ngọt nước trà trứng ốp la mình thích trà bí đao ngô gia nước ép thơm,ngủ:)) xem phim ngôn tình,Có,chia sẽ đàng hoàng là được,7,1
527,Nam,Gia Lai,ngày ngủ đêm bay ít nói nhiều chung chung hiền hoà có xu hướng ambivert,gà jollibee vị đậm đà😋 ăn haidilao đồ bún phở việt nam ăn pizza,vân vân...  đọc sách,không,hiền người hòa đồng,8,7
1057,Nam,Ninh Thuan,bình thường 🤤 yên tĩnh có thể mời người ta đi ăn nếu vui thích tự lập rụt rè,chỉ cần không cay là được coffee chill snack,thích đi chơi với bạn bè thích học thích code bóng bàn,không,vui vẻ dễ tính sạch sẽ thẳng thắn nhưng đừng quá ồn ào. sống thoáng người hướng ngoại,10,7
2884,Nữ,Bac Lieu,cũng hơi hướng ngoại,thức ăn gì ngon đều yêu thích phở… thích đồ healthy,thiên văn học mình còn có thể chơi cầu lông nữa,không,thằng bạn thích hút thuốc thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi không nói xấu sau lưng,5,8
654,Nữ,Soc Trang,nửa hướng ngoại,bún cá châu đốc mình thích trà bí đao ngô gia thích ăn cá thác lác chiên xoài lắc sâm bổ lượng,thích đánh cờ vẽ tranh chơi bóng rổ,không,lắng nghe thấu hiểu biết chia sẻ nếu cùng ngành thì tốt ko ồn ào với phá phách là được đừng quá bừa bộn,5,10
2719,Nam,Ha Tinh,thích đám đông thích tận hưởng không gian 1 mình thích ở một mình có lúc hướng nội,cũm được mình thích ăn các loại đồ ngọt,phong thủy đá bóng học hóa,không,trách nhiệm cùng tần số hiểu chuyện.,8,10
554,Nam,Son La,ít nói nhưng hướng ngoại thích tận hưởng không gian 1 mình đôi lúc hướng ngoại đôi lúc hướng nội thích một mình nhưng lại sợ cô đơn nhát bắt chuyện với người lạ,snack ốc thích đồ healthy mì udon món j có topping thì đều thích,coi phim hoạt hình thích hát uống cà phê thích coi phim tin khoa học,không,miễn bạn cùng phòng biết nói chuyện là được :) vui tính. ngăn nắp. biết tuân thủ lợi ích chung. cùng chuyên ngành/ sở thích,8,8
383,Nữ,Thanh Hoa,khá hòa đồng dễ bắt chuyện thích ở một đám,kem trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn trà sữaaaaa stings các loại thịt nướng,ăn,không,tiết kiệm một chút ko so đo trung thực có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe.,8,9
2566,Nữ,Thanh Hoa,tích cực,không quá kén chọn bánh tép pizza  ăn cơm,được ăn đàn guzheng chiêm tinh học thích học ngôn ngữ anh đi chơi,Có,thông cảm biết nghĩ cho người khác. hoà đồng. thoải mái không care lắm,8,7
695,Nam,Binh Thuan,extrovert,mình ăn thích ăn đồ healthy bò né đồ bình dân hoi. đồ ăn chay thích ăn trứng vịt lộn,xe cộ vẽ tranh,không,thích nấu ăn gọn gàng sạch sẽ,1,9
1317,Nữ,Ca Mau,dễ thích ứng,bánh trán trộn,học hóa thích hát của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,Có,người có ý thức thích các hoạt động nhóm vui vẻ chân thật,8,9
1566,Nữ,Thanh Hoa,không lười thì đi có hứng thì xác xe đúng ik chang mô tả mẫu :))) trầm tính ambivert cũng hơi hướng ngoại,thích ăn hải sản nước,thích đọc,không,năng động vui tính thân thiện sẻ chia tôn trọng không gian riêng tư của người khác hòa đồng dễ chịu,10,7
803,Nam,Thanh Hoa,thích ở một mình với gia đình là một người khiêm nhường,pepsi mì cay trà sữa bò né,nhạc cụ học chơi hame truyện gym,Có,dễ chịu nhưng đừng quá ồn ào.,10,5
2734,Nam,Binh Duong,mình là người sáng nắng chiều mưa,ốc ăn được uống được mì cay trà sữa nước gas bò kho,vận động thể lực (nhẹ) …. nói chuyện cùng bạn bè,không,chung ngành sạch sẽ không quá kĩ tính im lặng không tự tiện vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng,8,10
1972,Nam,Bac Lieu,một người ít nói hướng nội,hủ tiếu xào nước ngọt socola ngọt ngào có chút đắng bánh gai,tập thể dục ngoài trời,không,miễn bạn cùng phòng biết nói chuyện là được :),9,7
1211,Nam,Dien Bien,tham công tiếc việc là 1 ng ít nói hướng nội cà thích ở 1 mình hay dài dòng ít nói chuyện,socola các loại trà trái cây thịt kho tàu đặt biệt là trà sữa,online shopping học hỏi,Có,mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ,9,7
2017,Nam,Quang Nam,là 1 người ít nói hướng nội nghiêm túc cá tính mạnh áp dụng công nghệ mới thích đông vui,trà chanh nem nướng bánh tráng bún đậu trà sữa thịt kho mắm ruốc,o buổi sáng,không,ko so đo cùng ngành học yên tĩnh không ích kỷ,8,8
349,Nữ,Son La,.... nhưng thích trải nghiệm điều mới,nước trà bánh chuối chiên,xe cộ thích hút thuốc tìm hiểu những kiến thức đa ngành,không,vui tính. sạch! gọn gàng!!!! vui tính náo nhiệt thích đi chơi biết làm việc nhà tôn trọng mình,5,9
2744,Nam,Thai Nguyen ,lạc quan năng động đôi khi ko thích chia sẻ nhiều lắm hướng trung (ambivert) lúc thích một mình nhưng không phải e sợ đám đông hoà đồng vui vẻ,olong mình rất thích đồ ăn vặt,tiếng anh bóng bàn thần số học,không,nhiệt tình người vui vẻ chung ngành học không có ạ ăn mặc ổn,9,7
2340,Nam,Hung Yen,thích tự lập,bún bò món nướng c2 bún chả không rõ,nghe nhạc xem phim đi lượn đường học tiếng anh thik chạy bộ,không,có ý thức tính tình vui tính không soi mói,10,9
585,Nữ,Ha Tinh,thích ở 1 mình,nước ép. bánh bèo nước ngọt có ga lẩu cá đuối,chơi cầu lông,không,thoải mái là ổn ở sạch sẽ đẹp có tính tự giác giữ vệ sinh,9,7
1448,Nữ,Bac Lieu,tùy lúc hơi ngại giao tiếp nhưng sẵn sàng học hỏi một người hướng ngoại làm biếng một người vui vẻ,món nào chay đều thích suit my taste is fine thích đồ chiên coca hoành thánh,tập thể dục ngoài trời,không,vui tính,7,10
385,Nam,Vinh Phuc,thoải mái khi gia nhập nói nhiều tham công tiếc việc,nước dưa hấu ép bimbim mì các loại,hacking chiêm tinh học nói chuyện cùng bạn bè ko thích gì hết,không,ko so đo gọn gàng sạch sẽ. rạch ròi về tiền bạc tích cực với cuộc sống tử tế,8,9
160,Nam,Hung Yen,thích cứ gái nhộn nhịp nhưng ít nói tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,cơm trộn,đọc tiểu thuyết nhiều lắm . chơi được đa nghề :),không,người có tính hòa đồng giữ vệ sinh giống tính cách càng tốt nhưng k nên là bạn thân tôn trọng không gian riêng tư của người khác một người hiểu biết rộng,10,8
597,Nữ,Hoa Binh, là người ít nói hướng nội part time,các loại đồ ngọt như chè đồ nhướng ức gà e thik các loại nước ngọt không có gas vd như nước yến,tìm hiểu những kiến thức đa ngành bị người ta lùa gà phim truyền hình chiêm tinh viết lách,không,biết tôn trọng thoải mái chung gu giải trí giữ vệ sinh nhà cửa sạch sẽ khắc kỷ,8,9
136,Nữ,Ha Nam,cần nhiều riêng tư người thân đôi lúc hướng ngoại thân thiện nhưng lúc high thì lại muốn nói rất nhiều,các thế loại mì thức ăn có vị cay vị đậm đà😋,pha chế thích học ngôn ngữ anh học nhóm online,không,tự giác biết tôn trọng người khác 1 người tốt bụng tiền bạc rõ ràng ăn ở sạch sẽ,5,8
1690,Nam,Tien Giang,bạn bè.,...; các loại thức ăn truyền thống của miền nam như bánh xèo nước ép. thích bánh sandwich nướng,đi tản bộ phim truyền hình travelling,không,ngành công nghệ thông tin biết lắng nghe/ tôn trọng lẫn nhau miễn bạn cùng phòng biết nói chuyện là được :) tính cách thẳng thắn nhưng không vô duyên biết quan tâm,8,10
2303,Nữ,Lam Dong,lắng nghe,revive mỳ xào trà sữa double trân châu đặc biệt là tôm,"đi mua sắm

không thích: chạy bộ",không,người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương,10,7
2867,Nữ,Thai Binh,thích một mình hướng trung (ambivert) lúc thích một mình hoặc có backup),trà ô long nước suối trà nóng,...) thế giới thích đánh cờ chăn nuôi,Có,hoà đồng với mọi người mong muốn được ở cùng phòng với một người có sở thích vẽ,9,10
474,Nữ,Ha Giang,cá tính mạnh hướng nội 35%,bánh kẹp thịt come gà đồ ăn chay,coi phim hoạt hình,không,ở sạch đẹp tư vấn lẫn nhau,7,10
2543,Nữ,Binh Thuan,là một người ít nói người suy nghĩ nhiều hướng ngoại part-time nhưng lúc high thì lại muốn nói rất nhiều,đồ cay hàn quốc trà đá ăn cơm đồ cay,anh văn thể dục thích đi bộ tiêu tiền. viết lách,không,dễ chịu biết làm việc nhà giống mẹ thì càng tốt hoà đồng. mọi thứ rõ ràng,8,8
2013,Nữ,Thai Binh,là người 50% hướng nội thích đi chơi cùng những người bạn thân thiết lắng nghe người hướng ngoại cần cù,bò nea,đi tản bộ nghe nhạc xem phim đi lượn đường đạp xe đạp truyện,không,chịu đi chơi với tôi thân thiện có chí cầu tiến quan tâm,7,6
216,Nữ,Hoa Binh,dễ thương hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),rau củ đồ ăn nhanh trà sữa double trân châu,xem phim,không,,8,8
1206,Nữ,Vinh Phuc,hướng nội thích ở 1 mình hướng nọpi 1 tháng chắc 1-2 lần) để giao lưu người hay thay đổi,dừa dầm........ hamburger bò kho tôm bánh tép,"đọc sách học toán thích:
1. thiên nhiên cây cỏ
2. bóng bàn",không,người sống có quy củ có ý thức là được tính giống mình freedom,8,9
1806,Nam,Quang Ngai,đôi lúc hướng nội đôi lúc hướng ngoại đôi lúc hướng nội,thích ăn mì cay,làm mô hình âm nhạc ca hát kinh quẻ,không,để ý tiểu tiết (theo hướng tích cực) tôn trọng không gian riêng tư tích cực với cuộc sống tính khôn lỏi,9,9
2398,Nam,Son La,khá hòa đồng hướng nội - ngoại hướng nội thích không gian yên tĩnh,coca cola ăn đồ ngọt uống nước ngọt món nào chay đều thích,chơi cờ vua,không,bạn cùng phòng phải là người sạch sẽ không nóng tính hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối,9,8
2522,Nam,Dak Lak,khó giao tiếp tôi là một người ít nói,cơm tấm thịt bún mắm pizza,mình thích đọc tiểu thuyết và truyện tranh mình thích xem phim đọc truyện tranh thích chơi game offline,không,sạch sẽ. biết đúng sai thật sự như mình nói trên siêng năng tôn trọng không gian cá nhân,10,6
1887,Nam,Vung Tau,hay dài dòng hướng ngoại với người quen,lẩu thái nước cam,trang điểm thích chill đánh cờ vua,không,sạch sẽ gọn gàng hay ham chơi,5,8
1371,Nam,Binh Dinh,khá hòa đồng dễ bắt chuyện,hoành thánh,ngắm cảnh học tiếng nhật,không,giàu,7,4
2245,Nam,Kien Giang,hương ngoại nhưng khó kết bạn với hơi trầm cọc cằn hay giận vu vơ tôi là một người hoạt bát,bánh chocopie e thik các loại nước ngọt không có gas vd như nước yến chanh muối cút lộn rang me,coi phim hoạt hình,không,cùng nhau đi chill giữ không gian riêng tư mình thích bạn cùng phòng hoà đồng ngành kỹ thuật luôn ham học hỏi,8,5
758,Nữ,Nghe An,thích tự lập hướng ngoài. lười làm việc nhà,trà bánh tráng các loại,vân vân... thích đánh cờ,không,sạch sẻ đẹp,7,8
321,Nam,Ha Tinh,là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,mình ăn uống healthy nền chỉ uống nước ép trái cây cơm nước ngọt blahblah,edit ngắm cảnh nói chuyện cùng bạn bè bóng đá,không,thật lòng quan tâm bạn bè biết nghĩ,8,10
161,Nữ,Phu Yen,một người hướng nội nhưng cũng thích xã giao với mọi người ngoại 1 tháng chắc 1-2 lần) để giao lưu,trứng ốp la bị dị ứng hải sản có vỏ,hát thích môn toán,không,năng động giống mình ngành công nghệ thông tin,8,5
978,Nữ,Bac Lieu,thích tự do một người hướng ngoại với bạn bè là một người 2 hướng nóng nảy - ưu tư khác trầm,paparoti coffee chill,du lịch cùng bạn môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính chiêm tinh học,Có,yên tĩnh không nóng tính,8,8
2157,Nữ,Hoa Binh,ko thích đi chơi hướng nội nói nhiều,rau củ cháo lòng coca-cola mỳ quảng,xem tv series cờ vua môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,Có,vui vẻ dễ tính sạch sẽ mình chỉ cần người đàng hoàng ăn mặc ổn,9,10
2332,Nữ,Phu Tho,phần hướng nội nhiều hơn,snack khoai tây nui xào trà đào…,đi từ thiện tâm lí học thích vẽ thích tranh biện,không,không nhiều chuyện hoà đồng. biết làm việc nhà giống mẹ thì càng tốt hiểu biết tôn trọng riêng tư,5,10
1949,Nam,Hai Duong,thích vui chơi một người hướng nội hướng nội thích không gian yên tĩnh là một người ít nói hướng nội hướng nội thích ở một mình,thích trà sữa…,kinh quẻ xem tin tức công nghệ nhiếp ảnh học toán,không,biết lắng nghe hoà đồng lịch sự ngoan ngoãn ko quậy phá người hoà đồng dễ ăn uống,6,8
1498,Nữ,Gia Lai,yêu thiên nhiên vui vẻ,nước nha đam đồ bình dân hoi. ốc sandwich,…,không,thẳng tính cá tính không soi mói,9,9
1631,Nam,Bac Lieu,quyết đoán,nước nha đam đi ăn với bạn bánh ngọt chill nước ngọt miễn là nước ngọt có ga,vẽ tranh,không,biết làm việc nhà giống mẹ thì càng tốt,8,10
2869,Nam,Lam Dong,huong noi hướng nọpi là một ambivert một người hướng nội thích sự im lặng,cơm cháy kho quẹt cơm chiên moutain dew socola đá xay,thích xem tivi,không,freedom đừng ham chơi 🤡 vì mình sẽ chơi cùng em thích ở chung với người tôn trọng khoảng cách hoà đồng với mọi người tinh tế,8,9
2835,Nữ,Dong Thap,hướnh ngoại vui vẻ... là người hướng nội,"nước cam phô mai kéo sợi xúc xích đồ hàn ỏi redbull
không thích cafe gói ăn cơm",đếm tiền game online vẽ âm nhạc các hoạt động xã hội,không,không soi mói biết nghĩ cho người khác. chung ngành học nhiệt tình vs mn,10,9
2283,Nam,Ben Tre,nói nhiều thích đám đông em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time hay dài dòng,nước lọc cá tra nhúng giấm bún cá bánh cuốn eatclean,ngắm bầu trời,không,respect private space and friendly is good có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe. tôn trọng không gian riêng tư của người khác,8,10
2808,Nam,Phu Yen,lạc quan năng động ngoại thích đi chơi ở ngoài với bạn bè sợ xã hội là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,mứt; các loại món nước như hủ tiếu ăn haidilao,dọn dẹp,không,giỏi có tính tự giác nếu chung sở thích thì càng tốt sạch sẽ.,7,8
409,Nữ,Gia Lai,hướng nội thích ở 1 mình hòa đồng thích sống ở trọ,xôi mặn cơm tấm long xuyên ngũ cốc,chơi cầu lông thích đi bộ thích động vật,không,ko so đo,10,9
2097,Nữ,Ninh Thuan,rụt rè thích một mình khá hướng nội. thích sạch sẽ linh hoạt hơi hướng nội,trà đào thạch sữa thích trà sữa… bánh mì kẹp xúc xích cứ đồ ăn là thích,phim truyền hình thường hay quan tâm những tin tức về nó,không,tự giác v.v,9,5
2604,Nữ,Nam Dinh ,một người hoà đồng thích,e thik các loại nước ngọt không có gas vd như nước yến hủ tiếu nam vang gà rán hay đồ chiên,xem phim hàn võ,không,thích công nghệ,7,9
989,Nam,An Giang,hướng nội ít nói thik ở một mình dễ bị lung lay bởi cảm xúc người hướng nội cởi mở hiếm khi thấy vui thích được đi chơi,bánh tráng các loại kfc bò nea trứng ốp la nước ép trái cây,làm gốm công nghệ đọc truyện tranh mình còn có thể chơi cầu lông nữa cà phê,Có,hòa đồng để ý tiểu tiết (theo hướng tích cực) biết lắng nghe/ tôn trọng lẫn nhau,7,10
700,Nữ,Tien Giang,hướng nội,bò nướng hoành thánh nước ngọt đặc biệt là mì cay,ko thích hút thuốc coi phim anime,không,cùng ngành,9,8
1609,Nam,Phu Yen,người hướng nội,tôm khô các loại thức ăn có vị cay,phá máy tính kĩ thuật,không,hiểu biết đơn giản người kiên định không ba phải hùa theo đám đồng chia sẽ,9,9
1622,Nữ,Phu Tho,hướnh ngoại là 1 người ít nói hướng nội người thân,thích đồ healthy ngũ cốc thịt nướng bột sò,tập thể dục ngoài trời thích khám phá xung quanh học ngoại ngữ cờ vua bị người ta lùa gà,không,biết nghĩ cho người khác. trưởng thành ý kiến của mình lên bạn cùng phòng,8,7
1892,Nữ,Hai Duong,sáng nắng chiều mưa là người hướng nội dễ tính,nước trái cây mứt; các loại món nước như hủ tiếu cơm tấm,bơi,không,vd : vui vẻ vui hoà dồng sạch sẻ,10,9
2090,Nữ,Nam Dinh ,đam mê học tập thích gọn gàng có lúc hướng nội,udon ăn đồ tự nấu bị dị ứng hải sản có vỏ,thích đá bóng môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,không,không nhiều chuyện quan tâm bạn bè,10,10
35,Nam,Lao Cai,hướng ngoại 65% lowkey năng động,eat-clean cafe đồ cay,ngủ toán học chơi hame truyện ngoại ngữ,không,hiền một người hiểu biết rộng,9,7
2722,Nam,Khanh Hoa,trầm tính. extrovert ồn ào nhưng không hẳn hướng nội :)) là người 50% hướng nội,cơm nước ngọt blahblah hamburger socola,cafe thích coi phim,không,thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi ý kiến của mình lên bạn cùng phòng ý thức,10,9
1143,Nam,Ha Giang,bạo lọan yên tĩnh khó giao tiếp vui vẻ... là 1 ng ít nói hướng nội cà thích ở 1 mình,đồ bình dân hoi. 7up,đọc manga xem anime xem phim âu action nghe nhạc tiếng anh,không,năng động vui tính thân thiện,10,8
1799,Nữ,Son La,hướng nọpi mình là ng dễ giao tiếp hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) không thích nói nhiều,bimbim gà nói chung cá viên chiên mắm tỏi bánh bông lan dâu,đếm tiền học hóa tập thể dục ngoài trời ko thích bị ép buộc,không,ngăn nắp là được ăn mặc ổn tôn trọng không gian chung ham học không quá nóng tính,8,9
261,Nữ,Nghe An,ít nói với người lạ,món ăn health cá dồ kho thích ăn đồ cay các loại trà trái cây,vân vân...,Có,mình thích người cùng phòng vui tính không cùng cũng không sao tử tế sạch sẽ một chút ngăn nắp,9,9
1750,Nữ,Thai Binh,bình thường hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không,coffee chill cơm chiên trứng cá kho trái cây các đồ ăn hỗ trợ cho việc giảm cân,nghe nhạc,không,dễ tính,5,9
2082,Nam,Lao Cai,bình thường ngoại nói nhiều ngày ngủ đêm bay tự do,đồ bún phở việt nam mình rất thích đồ ăn vặt cái gì cũng thích ăn bún ốc,đàn guzheng,không,"cùng tần số với mình :)))). thật thà biết nghĩ cho người khác. dễ gần biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b hiểu biết",9,8
2894,Nam,Quang Ngai,tôi là một người hoạt bát hướng ngoại thích giao tiếp vui vẻ hoà đồng náo động vùng trời :),mì ý thích ăn bánh mì,đàn công nghệ,không,ý kiến của mình lên bạn cùng phòng không có ạ gia han hoà đồng hoạt bát sạch sẽ không ồn ào,8,10
2086,Nữ,Tien Giang,là người hướng lung tung hoà đồng vui vẻ đôi lúc hướng nội kiểu người thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ,bún cá thức ăn chill đồ ăn vặt hoặc đồ hàn,android đi đây đi đó với bạn bè( một mình) đi xe đạp nằm dài nghe nhạc,không,thích ăn chăm chỉ biết đúng sai,8,7
1659,Nam,Ha Giang,đúng ik chang mô tả mẫu :))) hướng nội ít nói,bánh mì kẹp lẩu thái,vẽ... .. đi phượt mình thích đọc tiểu thuyết và truyện tranh,Có,đừng nói quá nhiều,10,8
808,Nữ,Nam Dinh ,lúc này lúc kia,đồ ngọt fast food mì ý bánh chuối chiên olong,nói chuyện cùng bạn bè,không,học giỏi ngăn nắp. biết tuân thủ lợi ích chung.,8,9
