,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
186,186,Nữ,Ha Giang,đôi lúc hướng ngoại hoạt bát,coca cola ít đường bánh tráng các loại hủ tiếu nam vang cơm tấm,phim,không,thông cảm vui tính tiết kiệm một chút nói nhìu hoà đồng bạn cùng phòng biết lùa gà,5,7
187,187,Nữ,Dak Nong,hoặc có backup),revive,đàn học toán,không,hoạt bát… thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi không thích chung phòng biết nghĩ ham học,7,10
188,188,Nam,Binh Phuoc,nhưng hướng nội với người lạ ồn ào,gà phô mai mình rất thích đồ ăn vặt,thích xem phim văn học đi dạo ..,không,dễ chung sống ngành công nghệ thông tin vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng,8,6
189,189,Nữ,Quang Tri,thích khám phá,chocolate tôm bún chả,chạy bộ đá cầu đọc manga xem anime xem phim âu action nghe nhạc vận động thể lực (nhẹ) âm nhạc ( nghe nhạc),không,không tính toán với bạn cùng phòng khác.,10,10
190,190,Nữ,Kien Giang,hướng ngoại partime hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không 50% hướng ngoài,bún rêu nước ép thơm trà cơm sườn chỉ cần không cay là được,thích vẽ phim hoạt hình đi ăn ko thích bị ép buộc,không,không câu nệ tiểu tiết tôn trọng quyền riêng tư của mọi người chia việc nhà thì phải lm học giỏi 1 chút (nhưng không tự cao,9,10
191,191,Nam,Bac Lieu,mình là một người hướng nội hướng lung tung,sữa của các hạt đậu chè bưởi phở thích hamburger các loại bún,đá bóng game,Có,chia việc nhà thì phải lm,7,9
192,192,Nữ,Binh Phuoc,áp dụng công nghệ mới o tập thể,đặt biệt là trà sữa,thiện nguyện hát,không,thằng bạn thích hút thuốc hoà đồng hoạt bát sạch sẽ,7,7
193,193,Nữ,Quang Ngai,thích đi các hoạt động xã hội là người hướng lung tung,thích ăn trứng vịt lộn gà jollibee mi tom coca cola… những món ăn liên quan đến kim chi,mình thích hát thể dục ko ngắm bầu trời cầu long.,không,nói nhìu hoà đồng khong co thích ăn ngoài cùng mình dễ bắt chuyện dễ thương,10,7
194,194,Nam,Ca Mau,mình là một người hướng ngoại,hơi kén ăn 1 chút phở xào đồ nhướng,bị người ta lùa gà thích chơi cầu lông đi ăn học ngoại ngữ tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,để cùng nhau nói chuyện sẻ chia ko ồn ào với phá phách là được trầm tính học giỏi hoạt bát,9,7
195,195,Nam,Son La,thích mọi thứ có trật tự trầm tính. hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) có xu hướng ambivert,coca cola…,đông y thích hát chụp ảnh e thik chơi cầu lông,không,có thể đấu tranh với sự vô tâm ít nói của mình sạch! gọn gàng!!!!,7,10
196,196,Nữ,Binh Phuoc,tính cách thất thường ở nhà hướng nội ra đường hướng ngoại 🙄 bình thường 🤤 hướng ngoại full time huong noi va thich o mot minh,hamburger trà sữaaaaa,hát tháo,không,vd : vui vẻ áp đặt sở thích hoà đồng với mọi người dễ chịu người có ý thức,10,9
197,197,Nữ,Nam Dinh ,trầm trầm nhưng lúc cần vẫn vui hết mình,không thích ăn cay lắm,trống thích chơi game,không,giỏi tĩnh lặng,10,6
198,198,Nữ,Hoa Binh,hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) là một người thiếu ngủ,lẩu bò các món gỏi chỉ cần không cay là được,học ngoại ngứ mình rất thích nghệ thuật các hoạt động xã hội xem các show giải trí thực tế,không,không ồn ào giữ vệ sinh hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối người hiểu chuyện sạch sẽ một chút,10,8
199,199,Nữ,Son La,đam mê học tập ưa mạo hiểm bán hướng nội bán hướng ngoại hướng nội nữa mùa hay giận vu vơ,bánh plan đồ chiên nước ép thơm,đá bóng bóng đá game các hoạt động phải chạy,không,trúa hề hoà đồng lịch sự ngoan ngoãn ko quậy phá cá tính người chịu chia sẻ cảm xúc của bản thân. đánh giá,8,6
200,200,Nam,Tien Giang,là một người khá là trầm tư,mì quảng ăn vặt,o buổi tối tâm lí học thích chơi bóng rổ,không,đừng ham chơi 🤡 vì mình sẽ chơi cùng đàng hoàng là được miễn bạn cùng phòng biết nói chuyện là được :) trật tự,7,10
201,201,Nữ,Ninh Thuan,ghét phiền phức vui vẻ... tôi là một người hoạt bát thích ở một mình. v.v,chả giò mì xào mì trộn,xem các show giải trí thực tế lưới fb,Có,vô duyên dễ bắt chuyện đồ mình sở hữu là được vì mình cũng như vậy. nấu ăn ngon không câu nệ tiểu tiết,9,9
202,202,Nữ,Binh Dinh,mình là dễ gần,trà ô long đồ nhướng 7up sinh tố bơ,vệ sinh máy tính mình thích hát toán phim truyền hình,không,siêng năng động giống mình,5,10
203,203,Nam,Binh Phuoc,thích nghệ thuật thích vui là một người hướng nội thích ở một mình,đồ ăn chay ngũ cốc không uống nước ngọt có ga xôi mặn mỳ trộn,xem mv ca nhạc,không,"ý kiến của mình lên bạn cùng phòng biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b năng động vui tính thân thiện người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương",7,8
204,204,Nam,Hoa Binh,lowkey,fanta thích đồ ăn có trứng muối không rõ lẩu gà,xem tin tức công nghệ nghe nhạc xem phim đi lượn đường,không,thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi,8,8
205,205,Nam,Lam Dong,nhưng không phải e sợ đám đông thích đi chơi cùng những người bạn thân thiết,thịt kho tàu matcha đá xay,vẽ đàn hát đánh cầu lông,không,thẳng tính người kiên định không ba phải hùa theo đám đồng biết giúp đỡ,9,8
206,206,Nam,Ninh Thuan,thích giao lưu với mọi nguời không lười thì đi có hứng thì xác xe cống hiến hết mình thích tự do,miến trộn bánh mì hủ tiếu nam vang olong,dark fantasy manga bói tử vi xem mv ca nhạc,không,biết chia sẻ khi ở chung với nhau thân thiện trúa hề ăn ở sạch sẽ,6,5
207,207,Nam,Ha Giang,thích đi chơi với bạn bè,nhật cơm đậu hũ dồn thịt xốt cà bánh mì... bò né,lưới fb thích học thích code đi du lịch coding,không,trầm tính học giỏi hoạt bát,7,10
208,208,Nam,Dong Nai,sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt vui vẻ,pepsi vị chanh không calo cơm chiên trứng bánh ngọt chill ăn cơm,thích coi phim tháo,không,thời gian của người khác áp đặt sở thích là người vui tính để cùng nhau nói chuyện,8,9
209,209,Nữ,Soc Trang,ambivert cá tính mạnh,sữa bắp trà dâu bún đậu mắm tôm khoai tây bánh tráng các loại,mua sắm đông y bóng đá bóng rổ,không,không có hoà đồng với mọi người,9,8
210,210,Nữ,Quang Ngai,mê chơi đá gà trầm tính. chung chung vui vẻ ích nói nội tâm,cứ đồ ăn là thích bánh mì kẹp các loại xôi vs chè nui xào,tập thể dục ngoài trời tin khoa học mình thích xem phim chạy bộ,không,thống minh sạch sẽ một chút năng động vui tính thân thiện,7,8
211,211,Nữ,Ha Tinh,khó bắt chuyện với người lạ lười làm việc nhà dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít,uống caffee,đi từ thiện,không,hiền lành mình chỉ cần người đàng hoàng,7,8
212,212,Nữ,Lao Cai,tích cực thích thử thách thích ở một mình với gia đình,xoài chua chấm muối ớt chua lè xôi,game đàn hát ngắm cảnh,không,học giỏi (chung ngành càng tốt) chung ngành sạch sẽ tôn trọng không gian riêng tư của người khác,7,5
213,213,Nữ,Bac Lieu,không thích nơi đông người thích thử thách sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt cầu toàn,ăn cơm táo,thích học thích code thích đi du lịch,không,người hòa đồng 1 người tốt bụng,8,8
214,214,Nam,Long An,tham công tiếc việc vui tính ngày ngủ đêm bay là 1 người ít nói hướng nội thích 1 mình,mỳ quảng trà sữa mình thích trà bí đao ngô gia các loại xôi vs chè,kĩ thuật kiếm tiền tiếng anh... lập trình,không,năng động giống mình biết tôn trọng người khác,7,9
215,215,Nam,Quang Nam,dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.,bánh tép trừ đồ đắng ra thì mình đều ăn được các loại trà trái cây các món nhiều gia vị mặn,xem phim lắp ráp môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính tập thể dục ngoài trời chạy xe,Có,chịu đi chơi với tôi vui trúa hề là người vui tính,8,7
216,216,Nam,Quang Nam,thích sống ở trọ là một người thiếu ngủ thích ngoại giao bình thường 🤤 thích vui vẻ,chỉ thích cafe phin các loại đồ ngọt như chè ăn cơm gia đình tự nấu,khám phá xung quanh thích đọc cà phê,không,thật thà,10,10
217,217,Nữ,Binh Dinh,thích trò chuyện,đùi gà fanta vị nho : d chocolate buger mình ăn thích ăn đồ healthy,vẽ... thích ngủ du lịch kiếm tiền,không,respect private space and friendly is good nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc đi chơi bên ngoài. người trung thực,8,6
218,218,Nữ,Phu Tho,nói nhiều thích trò chuyện thường thích ở một mình phần hướng nội nhiều hơn,cơm tấm long xuyên,sở thích của mình là thay vì thoát khỏi áp lực học tiếng nhật,không,không thảo mai,7,6
219,219,Nữ,Quang Nam,ở nhà hướng nội ra đường hướng ngoại 🙄 tích cực thích gọn gàng trầm trầm nhưng lúc cần vẫn vui hết mình,đồ ăn ngọt buger nước c2 chanh,phim xem tv series học hỏi,không,sạch sẽ không bừa bộn người vui vẻ thoải mái là ổn vui vẻ chân thật 1 người vui tính,6,10
220,220,Nữ,Quang Nam,ít nói nhưng hay chia sẻ với mn,mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má chả giò,tập trung nghiên cứu một vấn đề nào đó,không,đồ mình sở hữu là được vì mình cũng như vậy.,10,9
221,221,Nam,Lam Dong,dễ hòa nhập thích giao lưu với mọi nguời hướng ngoại partime ở nhà hướng nội ra đường hướng ngoại 🙄 thích sống ở trọ,mì quảng cơm chiên trứng các loại bạn phở…,tìm hiểu những kiến thức đa ngành esports phim truyền hình,không,không soi mói tiền bạc rạch ròi mong muốn được ở cùng phòng với một người có sở thích vẽ ở sách không bừa bộn,7,9
222,222,Nam,Bac Lieu,nhạy cảm cởi mở,đồ ăn vặt hoặc đồ hàn cơm cháy kho quẹt đặc biệt là mì cay,bóng đá đi chơi ngoài trời mua sắm em thích chơi nhạc cụ,Có,không tính toán với bạn cùng phòng khác. ở sạch sẽ respect private space and friendly is good,8,5
223,223,Nam,Tien Giang,hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),đồ chiên mì udon nước cam các món ăn truyền thống hoặc món ăn đường phố việt nam ăn cơm gia đình tự nấu,đi từ thiện học công nghệ phim đi đây đi đó với bạn bè( một mình) kiếm tiền,Có,không quậy phá chịu đi chơi với tôi,7,7
224,224,Nam,Thai Binh,thích mọi thứ có trật tự nhưng lại thích giao lưu =)) đúng ik chang mô tả mẫu :))) thẳng tính ít nói nhưng hướng ngoại,ăn được uống được cơm tấm sườn bì chả đồ ăn nhanh rau củ,thích chơi game thường thức tác phẩm nghệ thuật xem mv ca nhạc xem phim hàn cầu lông,không,đồng cảm hiền hòa thật thà,7,10
225,225,Nữ,Hoa Binh,thích đi lang thang một mình,ăn đồ tự nấu sâm bổ lượng,ngủ nói chuyện cùng bạn bè ..,không,điềm tĩnh cởi mở thật sự như mình nói trên tốt bụng,6,10
226,226,Nam,Binh Duong,hướng nội part time thích thử thách hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ,đặt biệt là trà sữa thịt nướng các loại trà trái cây đậu hũ cà chua. đồ nướng,võ,không,biết nấu ăn chia sẽ luôn ham học hỏi không đòi mói tôn trọng mình,9,8
227,227,Nam,Bac Ninh,là một người ít nói thích vui thoải mái là một người khá là trầm tư dễ thích ứng,cháo lòng nướng đùi gà đồ ăn hàn. đồ uống healthy các thế loại mì,các hoạt động phải chạy xem phim nghe nhạc xem tv series thích xem tivi thích vẽ,không,tích cực thích ăn thật lòng giữ vệ sinh người trung thực,8,8
228,228,Nữ,Binh Dinh,một người vui vẻ sợ xã hội là một người hướng nội thích một mình một người hướng nội thích sự im lặng,bánh bèo,xem tv series,không,trách nhiệm,9,6
229,229,Nữ,Lao Cai,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ sáng nắng chiều mưa,snack đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. mùi hương (hành tỏi tiêu ớt sả đầy đủ) đồ ăn hàn quốc,ngủ thích môn toán cờ vua,không,hiểu biết biết tôn trọng không gian riêng,10,8
230,230,Nữ,Ca Mau,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao thích đám đông thích một mình quan tâm người khác vui vẻ ích nói,đồ cay bột sò bánh chocopie e thik ăn các loại bánh mỳ,thích coi phim video game,không,bạn cùng phòng biết lùa gà hài hước không thích chung phòng,8,7
231,231,Nữ,Binh Thuan,ngày ngủ đêm bay,đồ bình dân hoi. cơm bò xào bánh ướt,các chương trình giải trí ở nhà một mình chơi đàn xem youtube ngủ nghỉ ngơi chơi game,không,có kỷ luật cởi mở người vui tính hòa,10,8
232,232,Nam,Tien Giang,thích vui lắng nghe một người hướng ngoại với bạn bè,hầu hết các món con người dùng được cơm nước ngọt blahblah cà phê,vệ sinh máy tính khoa học thiên văn học võ hát,không,o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố đẹp,5,7
233,233,Nam,Nam Dinh ,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ,thích trà sữa… khoai tây lắc em thích các loại bún ạ,bói toán,không,ở sạch sẽ cẩn thận hiểu lễ phép ồn ào đúng lúc đúng chỗ hoặc cùng trường,8,8
234,234,Nam,Ha Giang,một người hướng nội nhưng cũng thích xã giao với mọi người,hơi kén ăn 1 chút món nướng thích đồ chay nước lọc,ngôn ngữ,không,ăn ở sạch sẽ người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương,8,9
235,235,Nữ,Bac Lieu,trải nghiệm cống hiến hết mình nhưng ít nói,thích ăn những món ăn không quá đậm vị em thích các loại bún ạ hũ tiếu snack,mình thích đọc tiểu thuyết và truyện tranh mình thích ngôn ngữ cũng không biết thích gì tập trung nghiên cứu một vấn đề nào đó ngắm bầu trời,không,nếu cùng ngành thì tốt ít nói thân thiện không tệ nạn,10,9
236,236,Nữ,Khanh Hoa,thích vui một người vui vẻ,đồ thái bánh trán trộn lẩu thái nước ép thơm,bóng đá thích đi karaoke,không,giữ vệ sinh ai kiềm t việc t chơi ngu mình thích người cùng phòng vui tính,6,8
237,237,Nam,Bac Lieu,tìm người người làm đồ án tốt nghiệp chung. cầu toàn linh hoạt hướng nội 35% áp dụng công nghệ mới,em thích các loại bún ạ bánh kẹp thịt bò với sữa dưa hấu cơm bò xào,thích chơi bóng rổ,không,tích cực với cuộc sống,7,9
238,238,Nam,Thanh Hoa,hiểu biết.,không quá kén chọn bún bò phở hu tiu com tam,đọc truyện thích xem phim thích đá banh vẽ đi tản bộ,không,thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi chăm chỉ làm việc nhà có thể hoạt bát nhưng im lặng lúc cả phòng đang làm việc người vui tính người vui tính hòa,10,9
239,239,Nam,Ca Mau,vui vẻ thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra thích đi chơi ở ngoài với bạn bè là người 50% hướng nội đôi khi ko thích chia sẻ nhiều lắm,sữa chua rau gà phô mai,âm nhạc ( nghe nhạc) thư giãn quay tik tok coi anime ...,không,thích ăn chăm chỉ làm việc nhà k ồn sau 11h vui vẻ hòa đồng phải sạch sẽ,10,9
240,240,Nữ,Bac Lieu,dễ hòa nhập khác trầm thích ngoại giao là một người nhiệt tình nói khi cần thiết,suit my taste is fine ăn vặt bột sò mình ăn uống healthy nền chỉ uống nước ép trái cây,bóng đá thích những gì cần tư duy logic tháo khám phá xung quanh,không,có trách nhiệm giỏi vui tính hòa đồng cùng ngành sòng phẳng tiền bạc.,8,6
241,241,Nam,Ninh Binh,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. hướng nội với người ngoài phần hướng nội nhiều hơn,sữa chua mỳ xào pizaa ... các món nhật thích trà sữa…,call điện thoại o buổi tối,không,sạch! gọn gàng!!!! chịu khó dọn dẹp không thảo mai tôn trọng không gian riêng tư của người khác,9,7
242,242,Nam,An Giang,là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime yêu thiên nhiên thích ở 1 mình thích vui chơi,dưa hấu mắm chưng cút lộn rang me ăn đồ ăn nhanh mì tương đen,o buổi tối pokemon,không,không nhiều chuyện thích nấu ăn nhiều chuyện sẵn sàng quan tâm chia sẻ,10,8
243,243,Nữ,Thai Binh,tùy lúc quan tâm người khác,bánh mì... mì tương đen,uống cà phê o buổi sáng,không,siêng,5,7
244,244,Nữ,Gia Lai,là một người hướng nội không thích ồn ào,các món gỏi bánh chocopie,…. hít thở không khí trong lành ở công viên thế giới,không,cẩn thận,7,10
245,245,Nữ,Nam Dinh ,cần cù thích ờ chỗ không đông người năng động hướng nội nữa mùa hòa đồng,xôi mặn ỏi,đạp xe đạp đánh cầu lông đàn guzheng viết lách,không,ít nói,7,8
246,246,Nam,Khanh Hoa,lười làm việc nhà  mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác,ốc nước ngọt,"các chương trình giải trí thích:
1. thiên nhiên cây cỏ
2. bóng bàn phim hành động decor phòng",không,người hài hước im lặng,8,10
247,247,Nữ,Hung Yen,thích đi các hoạt động xã hội vui vẻ hoà đồng tôi là một người hoạt bát không thích giao tiếp với người lạ,kfc cơm chiên sâm bổ lượng cheese fries trứng,thích đi du lịch đá banh tháo,không,ngăn nắp. biết tuân thủ lợi ích chung. chịu đi chơi với tôi mong muốn được ở cùng phòng với một người có sở thích vẽ không thảo mai người ít nói,7,10
248,248,Nam,Hoa Binh,extrovert dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít,bánh chuối chiên đồ chiên lẩy thái,đi tản bộ đàn chính trị gym lắp ráp,không,biết làm việc nhà hoà hợp dễ tính... tâm lý =))),10,8
249,249,Nữ,Ninh Binh,trầm trầm nhưng lúc cần vẫn vui hết mình áp dụng công nghệ mới sống lowkey là người ít nói chuyện nửa hướng ngoại,7up gà hấp nước mắm eat-clean ăn đồ ngon,chơi call điện thoại,Có,thật lòng hòa đồng thích những bạn hoạt bát,9,5
250,250,Nữ,Thai Binh,o tập thể,...; các loại thức ăn truyền thống của miền nam như bánh xèo ham bơ gơ chanh muối fastfood,thích chơi game offline ko thích bị ép buộc thích ngủ,không,gọn ràng sạch sẽ,5,7
251,251,Nữ,Vinh Long,linh hoạt,đồ ăn hàn quốc sprite,chơi code bóng bàn esport thích hút thuốc,không,cởi mở ăn nhiều có thể đấu tranh với sự vô tâm ít nói của mình 1 người vui tính người vui tính,9,7
252,252,Nữ,Hung Yen,đôi lúc hướng ngoại,"thịt nướng sương sáo các thứ
food: cái gì cũng ăn được. thích rau cơm chiên các loại lẩu thái ăn pizza","đi mua sắm

không thích: chạy bộ cầu long. chạy xe mac os",không,có thể đấu tranh với sự vô tâm ít nói của mình đặc biệt là tam quan đúng đắn dễ bắt chuyện ý kiến của mình lên bạn cùng phòng tôn trọng ý kiến của nhau,8,6
253,253,Nữ,Vung Tau,thích ở một mình với gia đình,thịt bò olong,học ngoại ngữ,không,hướng nội,9,9
254,254,Nữ,Hoa Binh,ở giữa hướng nội tôi là một người hoạt bát nhộn nhịp,xoài lắc nước ép. chất béo hay phô mai. không ăn được cua :3 mình ăn uống healthy nền chỉ uống nước ép trái cây mình rất thích ăn đồ ăn cay,thích hát mầy mò linh kiện máy tính kinh quẻ,không,sạch sẽ ham học cái tôi lớn),8,8
255,255,Nam,Nghe An,thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra là một người 2 hướng,pepsi kfc socola ngọt ngào có chút đắng các đồ ăn hỗ trợ cho việc giảm cân,đi đây đi đó với bạn bè( một mình) tin khoa học đọc sách pha chế,không,không quá ồn ào,10,8
256,256,Nữ,Dak Nong,.... nhưng thích trải nghiệm điều mới nhưng lại thích giao lưu =)) lười giao tiếp... ngày ngủ đêm bay ngăn nắp dù hay bày bừa (xong rồi dọn ngay),cơm nước ngọt blahblah nước ngọt miễn là nước ngọt có ga sữa của các hạt đậu bún xoài lắc,pha chế thích học thích code anh văn,không,biết chia sẻ công việc trong phòng  tôn trọng không gian riêng tư của người khác biết làm việc nhà ăn xong nhớ dọn,8,8
257,257,Nam,Hoa Binh,lười làm việc nhà,mì ý,kinh quẻ stress thì mình đâm đầu vô luôn đá banh các hoạt động phải chạy chạy bộ,không,sạch sẽ một chút vui vẻ chân thật tôn trọng ý kiến của nhau có trách nhiệm,9,10
258,258,Nam,Vung Tau,không lười thì đi có hứng thì xác xe thích đi các hoạt động xã hội thích 1 mình thích suy diễn mọi chuyện trên đời thích giao lưu với mọi nguời,các loại đồ ngọt như chè bánh ngọt đi ăn với bạn,bị người ta lùa gà xem anime bóng bàn chơi vape,không,không dùng đồ mà chưa xin phép biết giữ gìn hoà khí chung đi chơi bên ngoài. mong muốn được ở cùng với người có sở thích khoa học với mình người kiên định không ba phải hùa theo đám đồng,8,10
259,259,Nam,Kien Giang,khá hòa đồng dễ bắt chuyện thích tham gia các hoạt động xã hội hướng nội ít nói,sữa đậu nành sữa của các hạt đậu nước gas,xe cộ học hỏi thích bơi,Có,dễ tính... vui vẻ - hài hước,9,8
260,260,Nữ,Ha Giang,lúc nói nhiều lúc nói ít một người nửa hướng nội bạo lọan e là một người khá tự ti hay ngại,hầu hết các món con người dùng được,thích động vật,không,có tri thức về y khoa cùng các lĩnh vực xã hội khác,9,3
261,261,Nữ,Bac Lieu,cần nhiều riêng tư thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng,mì cay sữa chua,nhạc cụ,không,vui tính hài hước người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương biết nghĩ dễ chung sống nếu chung sở thích thì càng tốt,9,9
262,262,Nữ,Ha Giang,hướng trung đôi lúc hướng ngoại trung lập nghiêng về hướng ngoại,bạc sỉu,đá cầu mầy mò linh kiện máy tính code …. xem phim nghe nhạc,không,chùi dọn phòng freedom người biết lắng nghe sòng phẳng,8,7
263,263,Nữ,Bac Lieu,nhiệt tình ít bạn khá hòa đồng dễ bắt chuyện hướng nội,những món ăn liên quan đến kim chi nem nướng nha trang nhật ........; nói chung là mình thích ăn rất nhiều món :3 kẹo,chơi thể thao học tiếng nhật phụ kiện công nghệ thể dục,Có,xinh đẹp nhiệt tình mình thích người cùng phòng vui tính,6,9
264,264,Nam,Quang Ngai,dễ tính không thích sự ồn ào đam mê học tập hướng trung (ambivert) lúc thích một mình,trà chanh ức gà,lắp ráp lướt mạng thích đọc thể hình,không,học tốt,9,8
265,265,Nữ,Bac Ninh,thích tham gia các hoạt động xã hội yêu thiên nhiên hướng nội trầm tính dễ thích ứng,bánh kẹp thịt bò với sữa sữa chua mít thích ăn trứng vịt lộn,văn học,Có,thân thiện đừng nói quá nhiều vui vẻ hòa đồng người hòa đồng,9,8
266,266,Nữ,Hoa Binh,hướng trung (ambivert) lúc thích một mình là một ambivert ghét phiền phức hơi ngại giao tiếp nhưng sẵn sàng học hỏi,nước thảo mộc thịt sườn,đi chơi cùng bạn bè người thân,Có,thấu hiểu biết chia sẻ,8,7
267,267,Nam,Ha Giang,thích suy diễn mọi chuyện trên đời,trà đá,chạy bộ linux thích coi phim các chương trình giải trí,không,biết quan tâm người có tính cách vui vẻ giỏi sạch sẽ một chút bạn cùng phòng biết lùa gà,10,10
268,268,Nữ,Vung Tau,năng động tìm người người làm đồ án tốt nghiệp chung.,chất béo hay phô mai. không ăn được cua :3 sữa của các hạt đậu,thích đi bộ bóng đá đá cầu,không,điềm tĩnh,7,5
269,269,Nam,Tra Vinh,hướng ngoại thân thiện vui vẻ thích nơi đông người tham công tiếc việc,đặc biệt là tôm cà phê mỳ xào,holywood,không,mong muốn được ở cùng phòng với một người có sở thích vẽ sinh hoạt cú đêm giống mình hihi không quậy phá biết điều điềm tĩnh,7,9
270,270,Nữ,Hoa Binh,cởi mở thích tự lập,thích uống trà sữa ạ :v thích ăn những món ăn không quá đậm vị các loại bún,cầu lông chơi nhạc,không,không câu nệ tiểu tiết ăn nhiều có cùng sở thích là một điểm cộng gọn gàng hòa đồng,7,10
271,271,Nam,Ha Giang,ngăn nắp dù hay bày bừa (xong rồi dọn ngay) chỉ thích ngủ một mình đúng ik chang mô tả mẫu :))),canh trứng cà chua fastfood nem nướng sinh tố bơ hủ tiếu xào,ngắm cảnh,không,ham chơi ngay thẳng cẩn thận sạch sẽ một chút,7,8
272,272,Nữ,Long An,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ là một người thiếu ngủ,7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu bạc sỉu,thích chơi bóng rổ esport thích ngồi lướt mạng xh cả ngày cờ vua,Có,hoà đồng. sạch sẽ.,6,8
273,273,Nam,Tay Ninh,thích khám phá vui vẻ ích nói hướng nội trầm tính hướng nội nghiêng về hướng ngoại,xoài chua chấm muối ớt chua lè bim bim,thích đọc truyện đồ ăn ngọt,không,người hòa đồng điểm khác biệt giữ 2 đứa. không quá xen,8,8
274,274,Nữ,Hoa Binh,hướng nội nhộn nhịp thích một mình nhưng lại sợ cô đơn hoà đồng nhưng cũng thích ở một mình khác trầm,đồ ăn: các món nước (bún thịt nướng,kinh quẻ đi dạo online shopping thích ngủ vẽ,không,trầm tính,8,10
275,275,Nam,Binh Duong,thích ở một mình với gia đình hướng nội nữa mùa,nước gas hơi kén ăn 1 chút các món về tôm hũ tiếu củ,mình thích hát tắm (2l/ngày) thích chơi suốt ngày,Có,có thói quen dọn dẹp ăn ở sạch sẽ thật lòng người hướng ngoại,8,10
276,276,Nam,Binh Thuan,mê chơi đá gà,bún pizza mình rất thích đồ ăn vặt nước trà,tin học đu otp thích xem phim chơi vape thích hút thuốc,không,hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ không quậy phá điểm khác biệt giữ 2 đứa. không quá xen trách nhiệm,6,7
277,277,Nam,Nam Dinh ,thích ở một mình sống lowkey là người 50% hướng nội,không độ) thích ăn gà ỏi thích uống trà sữa ạ :v bún,đi dạo nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster chụp ảnh xem phim nghe nhạc đi tập thể dục,không,sinh hoạt cú đêm giống mình hihi,8,7
